cell_type,gene_name,expression
Immune (DC),DAPK1,1.2529223
Immune (alveolar macrophage),DAPK1,1.1062204
Mucous cell,DAPK1,1.005336
Epithelial cell (alveolar type I),DAPK1,0.99582875
Immune (DC/macrophage),DAPK1,0.9007913
Epithelial cell (alveolar type II),DAPK1,0.8487675
Epithelial cell (ciliated),DAPK1,0.7614614
Epithelial cell (club),DAPK1,0.7260855
Endothelial cell (lymphatic),DAPK1,0.7184392
Melanocyte,DAPK1,0.68706506
"Myocyte (cardiac, cytoplasmic)",DAPK1,0.65859616
Myocyte (smooth muscle),DAPK1,0.55832934
Epithelial cell (Hillock),DAPK1,0.53341895
"Myocyte (sk. muscle, cytoplasmic)",DAPK1,0.51069367
Epithelial cell (luminal),DAPK1,0.4308258
Neuronal,DAPK1,0.42132598
Sweat gland cell,DAPK1,0.41059372
Immune (mast cell),DAPK1,0.3310328
Endothelial cell (vascular),DAPK1,0.29202667
Myofibroblast,DAPK1,0.2740903
Immune (Langerhans),DAPK1,0.21851948
Neuroendocrine,DAPK1,0.1851422
Epithelial cell (basal),DAPK1,0.1838775
Fibroblast,DAPK1,0.1750436
Immune (NK cell),DAPK1,0.16790351
Sebaceous gland cell,DAPK1,0.16777675
Adipocyte,DAPK1,0.1655888
Immune (B cell),DAPK1,0.15867718
ICCs,DAPK1,0.12954779
Epithelial cell (cornified keratinocyte),DAPK1,0.12162014
Schwann cell,DAPK1,0.096054144
Epithelial cell (squamous),DAPK1,0.09031178
Pericyte/SMC,DAPK1,0.074243404
Immune (T cell),DAPK1,0.071914025
Epithelial cell (suprabasal keratinocyte),DAPK1,0.06045648
Epithelial cell (basal keratinocyte),DAPK1,0.059609838
Myoepithelial (basal),DAPK1,0.05908415
Epithelial cell (suprabasal),DAPK1,0.05488663
Epithelial cell (mature keratinocyte),DAPK1,0.04078803
Myocyte (cardiac),DAPK1,0.03690202
Satellite cell,DAPK1,0.024252485
Myocyte (sk. muscle),DAPK1,0.0005698379
Myocyte (NMJ-rich),DAPK1,0.0
