cell_type,gene_name,expression
Immune (alveolar macrophage),BRSK1,0.14803956
Neuroendocrine,BRSK1,0.13180374
ICCs,BRSK1,0.11124808
Myoepithelial (basal),BRSK1,0.0855736
Schwann cell,BRSK1,0.084979296
Immune (B cell),BRSK1,0.06421911
Myofibroblast,BRSK1,0.060137317
Epithelial cell (ciliated),BRSK1,0.04732664
Epithelial cell (alveolar type II),BRSK1,0.046353184
Sebaceous gland cell,BRSK1,0.04381881
Immune (DC/macrophage),BRSK1,0.041448604
Myocyte (smooth muscle),BRSK1,0.040415987
Immune (DC),BRSK1,0.029531233
Melanocyte,BRSK1,0.029394912
Epithelial cell (luminal),BRSK1,0.027553396
Epithelial cell (alveolar type I),BRSK1,0.026875282
Epithelial cell (club),BRSK1,0.02619533
Adipocyte,BRSK1,0.025517084
Sweat gland cell,BRSK1,0.02519297
Endothelial cell (lymphatic),BRSK1,0.025181985
Fibroblast,BRSK1,0.024761604
Epithelial cell (basal),BRSK1,0.02424183
Myocyte (cardiac),BRSK1,0.023320695
Pericyte/SMC,BRSK1,0.023197664
Immune (T cell),BRSK1,0.01840158
Satellite cell,BRSK1,0.018323638
Epithelial cell (Hillock),BRSK1,0.018030342
"Myocyte (cardiac, cytoplasmic)",BRSK1,0.01582847
Endothelial cell (vascular),BRSK1,0.015650017
Immune (NK cell),BRSK1,0.015418456
Epithelial cell (suprabasal keratinocyte),BRSK1,0.014733422
Mucous cell,BRSK1,0.014314583
Immune (mast cell),BRSK1,0.013681665
Myocyte (sk. muscle),BRSK1,0.011891954
Epithelial cell (suprabasal),BRSK1,0.00845102
"Myocyte (sk. muscle, cytoplasmic)",BRSK1,0.0081726415
Epithelial cell (squamous),BRSK1,0.0075105047
Epithelial cell (basal keratinocyte),BRSK1,0.007268051
Epithelial cell (cornified keratinocyte),BRSK1,0.0
Immune (Langerhans),BRSK1,0.0
Epithelial cell (mature keratinocyte),BRSK1,0.0
Myocyte (NMJ-rich),BRSK1,0.0
Neuronal,BRSK1,0.0
