cell_type,gene_name,expression
Myocyte (cardiac),DYRK2,0.14591691
"Myocyte (cardiac, cytoplasmic)",DYRK2,0.13204953
Immune (T cell),DYRK2,0.098886356
Epithelial cell (Hillock),DYRK2,0.095772214
Mucous cell,DYRK2,0.09062967
Immune (NK cell),DYRK2,0.08853269
Epithelial cell (ciliated),DYRK2,0.084544525
Immune (B cell),DYRK2,0.07738898
Myofibroblast,DYRK2,0.07713142
"Myocyte (sk. muscle, cytoplasmic)",DYRK2,0.07275511
Neuroendocrine,DYRK2,0.06705205
Myocyte (NMJ-rich),DYRK2,0.06465101
Epithelial cell (squamous),DYRK2,0.058291376
Satellite cell,DYRK2,0.057812463
Epithelial cell (suprabasal),DYRK2,0.054951858
Schwann cell,DYRK2,0.051892307
Immune (DC/macrophage),DYRK2,0.050709073
Epithelial cell (suprabasal keratinocyte),DYRK2,0.050547007
Epithelial cell (cornified keratinocyte),DYRK2,0.050126314
Fibroblast,DYRK2,0.04726739
Melanocyte,DYRK2,0.039239034
Immune (alveolar macrophage),DYRK2,0.036131345
Epithelial cell (basal),DYRK2,0.035686627
Epithelial cell (club),DYRK2,0.03521324
Myocyte (smooth muscle),DYRK2,0.034041103
Endothelial cell (lymphatic),DYRK2,0.03193252
Immune (mast cell),DYRK2,0.025623532
Pericyte/SMC,DYRK2,0.024349554
Endothelial cell (vascular),DYRK2,0.024035325
Immune (DC),DYRK2,0.023878016
Epithelial cell (basal keratinocyte),DYRK2,0.023599213
Epithelial cell (luminal),DYRK2,0.020142706
Epithelial cell (alveolar type II),DYRK2,0.019586489
Epithelial cell (alveolar type I),DYRK2,0.01933672
Myoepithelial (basal),DYRK2,0.01267466
Adipocyte,DYRK2,0.01130251
Epithelial cell (mature keratinocyte),DYRK2,0.010819347
ICCs,DYRK2,0.0105086425
Sebaceous gland cell,DYRK2,0.00953154
Myocyte (sk. muscle),DYRK2,0.008450507
Immune (Langerhans),DYRK2,0.0
Neuronal,DYRK2,0.0
Sweat gland cell,DYRK2,0.0
