cell_type,gene_name,expression
ICCs,CMPK2,0.07628505
Immune (alveolar macrophage),CMPK2,0.07397319
Schwann cell,CMPK2,0.06966987
Neuronal,CMPK2,0.06475707
Epithelial cell (ciliated),CMPK2,0.054298263
Immune (mast cell),CMPK2,0.041916944
Endothelial cell (vascular),CMPK2,0.03934698
Immune (DC/macrophage),CMPK2,0.028007882
Sweat gland cell,CMPK2,0.026955804
Epithelial cell (suprabasal),CMPK2,0.026555523
Immune (NK cell),CMPK2,0.025303494
Immune (B cell),CMPK2,0.024301698
Neuroendocrine,CMPK2,0.02358754
Epithelial cell (alveolar type I),CMPK2,0.021419046
Immune (T cell),CMPK2,0.021101804
Mucous cell,CMPK2,0.019459743
Epithelial cell (alveolar type II),CMPK2,0.017321058
Satellite cell,CMPK2,0.016528286
"Myocyte (sk. muscle, cytoplasmic)",CMPK2,0.0148056
Endothelial cell (lymphatic),CMPK2,0.013167089
"Myocyte (cardiac, cytoplasmic)",CMPK2,0.0098673925
Epithelial cell (mature keratinocyte),CMPK2,0.007595534
Epithelial cell (club),CMPK2,0.007478169
Myocyte (smooth muscle),CMPK2,0.0068275244
Epithelial cell (basal),CMPK2,0.006740396
Fibroblast,CMPK2,0.006079486
Epithelial cell (basal keratinocyte),CMPK2,0.004924393
Epithelial cell (luminal),CMPK2,0.0046127597
Adipocyte,CMPK2,0.0043019173
Pericyte/SMC,CMPK2,0.004113973
Myocyte (cardiac),CMPK2,0.0036458932
Myofibroblast,CMPK2,0.0024268685
Epithelial cell (Hillock),CMPK2,0.002262892
Myocyte (sk. muscle),CMPK2,0.0016626298
Epithelial cell (squamous),CMPK2,0.00038914426
Epithelial cell (cornified keratinocyte),CMPK2,0.0
Immune (Langerhans),CMPK2,0.0
Immune (DC),CMPK2,0.0
Epithelial cell (suprabasal keratinocyte),CMPK2,0.0
Melanocyte,CMPK2,0.0
Myocyte (NMJ-rich),CMPK2,0.0
Myoepithelial (basal),CMPK2,0.0
Sebaceous gland cell,CMPK2,0.0
