cell_type,gene_name,expression
Immune (Langerhans),PGK1,0.914457
"Myocyte (cardiac, cytoplasmic)",PGK1,0.7390943
"Myocyte (sk. muscle, cytoplasmic)",PGK1,0.7276376
Sweat gland cell,PGK1,0.5798042
Epithelial cell (squamous),PGK1,0.543401
Myocyte (smooth muscle),PGK1,0.5228054
Epithelial cell (suprabasal),PGK1,0.4366718
Neuronal,PGK1,0.39488396
Immune (DC/macrophage),PGK1,0.3444379
Epithelial cell (Hillock),PGK1,0.34050646
Immune (T cell),PGK1,0.32013255
Immune (alveolar macrophage),PGK1,0.29583603
Epithelial cell (basal),PGK1,0.28523088
Immune (DC),PGK1,0.26787966
Myofibroblast,PGK1,0.26735476
Epithelial cell (luminal),PGK1,0.26394138
Epithelial cell (basal keratinocyte),PGK1,0.2614403
Adipocyte,PGK1,0.25357816
Myocyte (cardiac),PGK1,0.25201902
Epithelial cell (club),PGK1,0.23830238
ICCs,PGK1,0.22451828
Endothelial cell (vascular),PGK1,0.21114044
Mucous cell,PGK1,0.20956743
Immune (B cell),PGK1,0.20871735
Epithelial cell (suprabasal keratinocyte),PGK1,0.20284647
Schwann cell,PGK1,0.19932923
Melanocyte,PGK1,0.19748099
Endothelial cell (lymphatic),PGK1,0.18746021
Neuroendocrine,PGK1,0.18544473
Immune (NK cell),PGK1,0.1703727
Pericyte/SMC,PGK1,0.16828175
Sebaceous gland cell,PGK1,0.16629857
Immune (mast cell),PGK1,0.15986687
Epithelial cell (alveolar type I),PGK1,0.15776263
Epithelial cell (mature keratinocyte),PGK1,0.1540645
Epithelial cell (alveolar type II),PGK1,0.15158488
Fibroblast,PGK1,0.15114866
Myocyte (sk. muscle),PGK1,0.108380884
Epithelial cell (cornified keratinocyte),PGK1,0.095289975
Epithelial cell (ciliated),PGK1,0.08526481
Satellite cell,PGK1,0.08128789
Myocyte (NMJ-rich),PGK1,0.07914326
Myoepithelial (basal),PGK1,0.058440026
