cell_type,gene_name,expression
Neuroendocrine,PRKCG,0.1715192
Epithelial cell (ciliated),PRKCG,0.046305716
Immune (alveolar macrophage),PRKCG,0.025477545
Immune (mast cell),PRKCG,0.025404718
Epithelial cell (mature keratinocyte),PRKCG,0.020807888
Myocyte (NMJ-rich),PRKCG,0.020528829
Epithelial cell (alveolar type II),PRKCG,0.020115232
Schwann cell,PRKCG,0.018431803
Myocyte (sk. muscle),PRKCG,0.018248409
Immune (NK cell),PRKCG,0.016954133
Epithelial cell (alveolar type I),PRKCG,0.015265479
Adipocyte,PRKCG,0.015141249
Fibroblast,PRKCG,0.013348915
Epithelial cell (Hillock),PRKCG,0.011716084
Sweat gland cell,PRKCG,0.011378614
Myocyte (smooth muscle),PRKCG,0.01037
ICCs,PRKCG,0.010174817
Endothelial cell (vascular),PRKCG,0.010155691
Epithelial cell (basal keratinocyte),PRKCG,0.009715876
Myofibroblast,PRKCG,0.0094606355
Immune (DC/macrophage),PRKCG,0.009416041
Satellite cell,PRKCG,0.008075504
Epithelial cell (luminal),PRKCG,0.0076217093
Myocyte (cardiac),PRKCG,0.0074516493
Epithelial cell (club),PRKCG,0.0073224655
Immune (T cell),PRKCG,0.0070380494
Epithelial cell (basal),PRKCG,0.0064705894
Endothelial cell (lymphatic),PRKCG,0.0062176855
Epithelial cell (squamous),PRKCG,0.004892512
Pericyte/SMC,PRKCG,0.0044972086
Myoepithelial (basal),PRKCG,0.004109171
Epithelial cell (suprabasal),PRKCG,0.0028165604
"Myocyte (cardiac, cytoplasmic)",PRKCG,0.0006152227
Epithelial cell (cornified keratinocyte),PRKCG,0.0
Epithelial cell (suprabasal keratinocyte),PRKCG,0.0
Melanocyte,PRKCG,0.0
Immune (Langerhans),PRKCG,0.0
Immune (DC),PRKCG,0.0
Immune (B cell),PRKCG,0.0
"Myocyte (sk. muscle, cytoplasmic)",PRKCG,0.0
Mucous cell,PRKCG,0.0
Neuronal,PRKCG,0.0
Sebaceous gland cell,PRKCG,0.0
