cell_type,gene_name,expression
Immune (alveolar macrophage),EIF2AK2,0.48451293
Neuronal,EIF2AK2,0.4435345
Mucous cell,EIF2AK2,0.37420398
Schwann cell,EIF2AK2,0.35391083
Epithelial cell (club),EIF2AK2,0.34820646
Endothelial cell (vascular),EIF2AK2,0.3435921
Epithelial cell (alveolar type I),EIF2AK2,0.32113358
Epithelial cell (Hillock),EIF2AK2,0.31128463
Epithelial cell (basal),EIF2AK2,0.30887794
Neuroendocrine,EIF2AK2,0.3040006
Epithelial cell (ciliated),EIF2AK2,0.2939056
ICCs,EIF2AK2,0.28577596
Myofibroblast,EIF2AK2,0.27610663
Immune (DC/macrophage),EIF2AK2,0.2756528
Fibroblast,EIF2AK2,0.2702431
Myocyte (cardiac),EIF2AK2,0.2690125
Epithelial cell (suprabasal),EIF2AK2,0.2640581
Endothelial cell (lymphatic),EIF2AK2,0.26133743
Immune (mast cell),EIF2AK2,0.25308484
Immune (T cell),EIF2AK2,0.24962547
Adipocyte,EIF2AK2,0.24018006
Epithelial cell (luminal),EIF2AK2,0.23992129
Immune (B cell),EIF2AK2,0.228467
Epithelial cell (alveolar type II),EIF2AK2,0.2178644
Myocyte (smooth muscle),EIF2AK2,0.21093185
Pericyte/SMC,EIF2AK2,0.20126829
Melanocyte,EIF2AK2,0.18472768
Immune (NK cell),EIF2AK2,0.17755549
Myoepithelial (basal),EIF2AK2,0.17577323
Epithelial cell (basal keratinocyte),EIF2AK2,0.14725275
Satellite cell,EIF2AK2,0.14553277
Immune (DC),EIF2AK2,0.13145743
Sweat gland cell,EIF2AK2,0.10734225
Sebaceous gland cell,EIF2AK2,0.09836981
"Myocyte (cardiac, cytoplasmic)",EIF2AK2,0.09771887
Epithelial cell (squamous),EIF2AK2,0.07475021
Immune (Langerhans),EIF2AK2,0.06898766
Myocyte (sk. muscle),EIF2AK2,0.06253683
"Myocyte (sk. muscle, cytoplasmic)",EIF2AK2,0.053455293
Myocyte (NMJ-rich),EIF2AK2,0.048604444
Epithelial cell (cornified keratinocyte),EIF2AK2,0.047639333
Epithelial cell (suprabasal keratinocyte),EIF2AK2,0.034126095
Epithelial cell (mature keratinocyte),EIF2AK2,0.0
