cell_type,gene_name,expression
Epithelial cell (mature keratinocyte),CAMKK1,0.42657793
Sweat gland cell,CAMKK1,0.30841264
Immune (alveolar macrophage),CAMKK1,0.23688659
Epithelial cell (suprabasal keratinocyte),CAMKK1,0.23574184
Melanocyte,CAMKK1,0.21397056
Immune (mast cell),CAMKK1,0.21024387
Epithelial cell (ciliated),CAMKK1,0.1961502
Epithelial cell (suprabasal),CAMKK1,0.17926933
Myofibroblast,CAMKK1,0.17439863
Mucous cell,CAMKK1,0.17394227
Neuronal,CAMKK1,0.15617938
Immune (DC/macrophage),CAMKK1,0.15294394
Epithelial cell (basal keratinocyte),CAMKK1,0.15283644
Epithelial cell (basal),CAMKK1,0.12436162
Endothelial cell (vascular),CAMKK1,0.123941086
Epithelial cell (Hillock),CAMKK1,0.11044029
Epithelial cell (cornified keratinocyte),CAMKK1,0.10795486
Epithelial cell (alveolar type II),CAMKK1,0.10792118
Neuroendocrine,CAMKK1,0.098967284
Sebaceous gland cell,CAMKK1,0.0966468
Myocyte (cardiac),CAMKK1,0.09550182
Immune (T cell),CAMKK1,0.093445934
Immune (DC),CAMKK1,0.09186825
Epithelial cell (luminal),CAMKK1,0.091096036
ICCs,CAMKK1,0.089320675
Myocyte (smooth muscle),CAMKK1,0.08476719
Myoepithelial (basal),CAMKK1,0.07828945
Epithelial cell (club),CAMKK1,0.07556794
Immune (Langerhans),CAMKK1,0.07290702
Epithelial cell (alveolar type I),CAMKK1,0.072489366
Fibroblast,CAMKK1,0.07248054
Myocyte (sk. muscle),CAMKK1,0.06489108
Endothelial cell (lymphatic),CAMKK1,0.060394634
Satellite cell,CAMKK1,0.057951245
Myocyte (NMJ-rich),CAMKK1,0.054782815
Schwann cell,CAMKK1,0.048781693
Immune (B cell),CAMKK1,0.047340285
"Myocyte (sk. muscle, cytoplasmic)",CAMKK1,0.04512606
Epithelial cell (squamous),CAMKK1,0.041567918
Immune (NK cell),CAMKK1,0.03760225
Pericyte/SMC,CAMKK1,0.035797697
Adipocyte,CAMKK1,0.03557488
"Myocyte (cardiac, cytoplasmic)",CAMKK1,0.023758246
