cell_type,gene_name,expression
Myocyte (NMJ-rich),ACVR1,0.64127356
Neuroendocrine,ACVR1,0.4864781
Myocyte (cardiac),ACVR1,0.4197658
Mucous cell,ACVR1,0.36326706
Myocyte (sk. muscle),ACVR1,0.31870168
Epithelial cell (ciliated),ACVR1,0.31341076
Adipocyte,ACVR1,0.28338668
Epithelial cell (club),ACVR1,0.282866
Myofibroblast,ACVR1,0.28023553
Epithelial cell (luminal),ACVR1,0.2661826
Epithelial cell (alveolar type II),ACVR1,0.25841594
Immune (T cell),ACVR1,0.2415746
Fibroblast,ACVR1,0.24122426
Epithelial cell (basal),ACVR1,0.2234217
Immune (alveolar macrophage),ACVR1,0.21353143
Myoepithelial (basal),ACVR1,0.20518829
Epithelial cell (Hillock),ACVR1,0.20303847
Epithelial cell (mature keratinocyte),ACVR1,0.1978196
Epithelial cell (alveolar type I),ACVR1,0.19388446
Epithelial cell (suprabasal),ACVR1,0.19195455
Immune (DC/macrophage),ACVR1,0.18601915
Sebaceous gland cell,ACVR1,0.1852251
ICCs,ACVR1,0.17959934
Myocyte (smooth muscle),ACVR1,0.16932301
Endothelial cell (vascular),ACVR1,0.16002126
Satellite cell,ACVR1,0.15696752
Pericyte/SMC,ACVR1,0.14535162
Melanocyte,ACVR1,0.14460115
Schwann cell,ACVR1,0.14032146
"Myocyte (sk. muscle, cytoplasmic)",ACVR1,0.13953355
Epithelial cell (suprabasal keratinocyte),ACVR1,0.13492386
Epithelial cell (basal keratinocyte),ACVR1,0.12967214
Sweat gland cell,ACVR1,0.12869576
Endothelial cell (lymphatic),ACVR1,0.12731868
Immune (mast cell),ACVR1,0.119999565
Immune (DC),ACVR1,0.11393591
"Myocyte (cardiac, cytoplasmic)",ACVR1,0.10046553
Immune (Langerhans),ACVR1,0.07305205
Immune (B cell),ACVR1,0.072761655
Epithelial cell (squamous),ACVR1,0.06953172
Immune (NK cell),ACVR1,0.06445415
Neuronal,ACVR1,0.0611457
Epithelial cell (cornified keratinocyte),ACVR1,0.0
