cell_type,gene_name,expression
Myocyte (cardiac),MAPK4,0.57896596
Epithelial cell (alveolar type I),MAPK4,0.25678572
Myofibroblast,MAPK4,0.22130966
Epithelial cell (luminal),MAPK4,0.19308448
"Myocyte (cardiac, cytoplasmic)",MAPK4,0.17459917
Immune (alveolar macrophage),MAPK4,0.17130174
Myocyte (NMJ-rich),MAPK4,0.14490186
Myocyte (smooth muscle),MAPK4,0.14152266
Schwann cell,MAPK4,0.13985296
Epithelial cell (alveolar type II),MAPK4,0.12835735
Sweat gland cell,MAPK4,0.11707599
Sebaceous gland cell,MAPK4,0.11664618
Epithelial cell (ciliated),MAPK4,0.10442183
ICCs,MAPK4,0.092600696
Neuronal,MAPK4,0.09111929
Myoepithelial (basal),MAPK4,0.073257044
Pericyte/SMC,MAPK4,0.07084814
Epithelial cell (club),MAPK4,0.06484553
Myocyte (sk. muscle),MAPK4,0.060460772
Satellite cell,MAPK4,0.058832213
Immune (mast cell),MAPK4,0.051980067
Epithelial cell (Hillock),MAPK4,0.047540657
Fibroblast,MAPK4,0.040637385
Epithelial cell (basal),MAPK4,0.039336268
Adipocyte,MAPK4,0.034502447
Endothelial cell (vascular),MAPK4,0.03351677
Epithelial cell (basal keratinocyte),MAPK4,0.027783187
Immune (T cell),MAPK4,0.02495347
Epithelial cell (suprabasal keratinocyte),MAPK4,0.024259927
Endothelial cell (lymphatic),MAPK4,0.022614177
Immune (DC/macrophage),MAPK4,0.019860297
Epithelial cell (mature keratinocyte),MAPK4,0.01723779
Epithelial cell (suprabasal),MAPK4,0.017001214
Immune (B cell),MAPK4,0.015205236
"Myocyte (sk. muscle, cytoplasmic)",MAPK4,0.011711649
Immune (NK cell),MAPK4,0.008086963
Epithelial cell (squamous),MAPK4,0.0065741697
Mucous cell,MAPK4,0.0060625314
Epithelial cell (cornified keratinocyte),MAPK4,0.0
Melanocyte,MAPK4,0.0
Immune (Langerhans),MAPK4,0.0
Immune (DC),MAPK4,0.0
Neuroendocrine,MAPK4,0.0
