cell_type,gene_name,expression
ICCs,BMPR2,1.6339333
Endothelial cell (vascular),BMPR2,1.4228535
Neuronal,BMPR2,1.2221053
Immune (DC),BMPR2,1.0995386
Myocyte (smooth muscle),BMPR2,1.0516771
Epithelial cell (alveolar type I),BMPR2,1.0505508
Myocyte (cardiac),BMPR2,1.0137476
Immune (Langerhans),BMPR2,1.0128868
Immune (alveolar macrophage),BMPR2,0.96731335
Myofibroblast,BMPR2,0.91254
Mucous cell,BMPR2,0.89945334
Pericyte/SMC,BMPR2,0.88038975
Schwann cell,BMPR2,0.86806357
Myoepithelial (basal),BMPR2,0.82057106
Epithelial cell (suprabasal),BMPR2,0.81567645
Epithelial cell (club),BMPR2,0.8053646
Epithelial cell (mature keratinocyte),BMPR2,0.7974462
Myocyte (NMJ-rich),BMPR2,0.7909591
Adipocyte,BMPR2,0.7842259
Endothelial cell (lymphatic),BMPR2,0.7830483
Epithelial cell (Hillock),BMPR2,0.7500392
Fibroblast,BMPR2,0.7337381
Epithelial cell (alveolar type II),BMPR2,0.72022235
Epithelial cell (basal keratinocyte),BMPR2,0.71135527
Epithelial cell (luminal),BMPR2,0.7030983
Epithelial cell (ciliated),BMPR2,0.69438404
Epithelial cell (basal),BMPR2,0.6885403
Melanocyte,BMPR2,0.6794333
Epithelial cell (suprabasal keratinocyte),BMPR2,0.61006576
Sweat gland cell,BMPR2,0.59214723
Myocyte (sk. muscle),BMPR2,0.5908264
Satellite cell,BMPR2,0.5907547
Sebaceous gland cell,BMPR2,0.5776232
Immune (DC/macrophage),BMPR2,0.5758546
Immune (mast cell),BMPR2,0.5740814
Immune (B cell),BMPR2,0.5687705
Neuroendocrine,BMPR2,0.56815565
Immune (T cell),BMPR2,0.51082236
Epithelial cell (squamous),BMPR2,0.4921694
"Myocyte (cardiac, cytoplasmic)",BMPR2,0.46479675
Epithelial cell (cornified keratinocyte),BMPR2,0.40168083
Immune (NK cell),BMPR2,0.35489422
"Myocyte (sk. muscle, cytoplasmic)",BMPR2,0.28984118
