cell_type,gene_name,expression
Epithelial cell (cornified keratinocyte),CSNK1G1,0.1983485
Epithelial cell (suprabasal),CSNK1G1,0.16925496
Immune (DC),CSNK1G1,0.13069232
Neuroendocrine,CSNK1G1,0.1254841
Epithelial cell (ciliated),CSNK1G1,0.11154102
Epithelial cell (Hillock),CSNK1G1,0.109188065
Epithelial cell (club),CSNK1G1,0.10295428
Epithelial cell (basal),CSNK1G1,0.09194813
Myofibroblast,CSNK1G1,0.088589795
Mucous cell,CSNK1G1,0.08496308
Immune (alveolar macrophage),CSNK1G1,0.08346261
Epithelial cell (squamous),CSNK1G1,0.082988895
Myoepithelial (basal),CSNK1G1,0.078550875
Myocyte (NMJ-rich),CSNK1G1,0.07843914
Epithelial cell (luminal),CSNK1G1,0.07351482
Myocyte (cardiac),CSNK1G1,0.07334091
Epithelial cell (basal keratinocyte),CSNK1G1,0.07266517
Sebaceous gland cell,CSNK1G1,0.07147824
Epithelial cell (alveolar type I),CSNK1G1,0.0692675
Epithelial cell (alveolar type II),CSNK1G1,0.06496145
Immune (B cell),CSNK1G1,0.06431024
Immune (DC/macrophage),CSNK1G1,0.06372686
Melanocyte,CSNK1G1,0.06273262
Immune (NK cell),CSNK1G1,0.06239568
Immune (T cell),CSNK1G1,0.057771157
Sweat gland cell,CSNK1G1,0.054229032
ICCs,CSNK1G1,0.054055266
Adipocyte,CSNK1G1,0.052537374
Endothelial cell (lymphatic),CSNK1G1,0.051987696
Myocyte (sk. muscle),CSNK1G1,0.051831253
Myocyte (smooth muscle),CSNK1G1,0.045960248
Fibroblast,CSNK1G1,0.045558542
Endothelial cell (vascular),CSNK1G1,0.04445532
Epithelial cell (suprabasal keratinocyte),CSNK1G1,0.043340907
Pericyte/SMC,CSNK1G1,0.039859165
Schwann cell,CSNK1G1,0.034025483
"Myocyte (sk. muscle, cytoplasmic)",CSNK1G1,0.02665497
Epithelial cell (mature keratinocyte),CSNK1G1,0.0216283
"Myocyte (cardiac, cytoplasmic)",CSNK1G1,0.020795852
Immune (mast cell),CSNK1G1,0.019198924
Satellite cell,CSNK1G1,0.009164848
Immune (Langerhans),CSNK1G1,0.0
Neuronal,CSNK1G1,0.0
