cell_type,gene_name,expression
Neuronal,TSSK3,0.092355035
ICCs,TSSK3,0.050763868
Neuroendocrine,TSSK3,0.05052392
Epithelial cell (suprabasal keratinocyte),TSSK3,0.044058204
Adipocyte,TSSK3,0.042360414
Epithelial cell (mature keratinocyte),TSSK3,0.039606694
Myocyte (cardiac),TSSK3,0.039019763
Myoepithelial (basal),TSSK3,0.03847664
Myocyte (sk. muscle),TSSK3,0.03488492
Sweat gland cell,TSSK3,0.03437785
Myofibroblast,TSSK3,0.028436255
Epithelial cell (luminal),TSSK3,0.022266885
Schwann cell,TSSK3,0.021583231
Epithelial cell (basal keratinocyte),TSSK3,0.019503519
Epithelial cell (club),TSSK3,0.019169055
Fibroblast,TSSK3,0.018555243
"Myocyte (sk. muscle, cytoplasmic)",TSSK3,0.015933592
Epithelial cell (ciliated),TSSK3,0.015711261
Pericyte/SMC,TSSK3,0.015658693
Myocyte (smooth muscle),TSSK3,0.015414203
Myocyte (NMJ-rich),TSSK3,0.015187027
Epithelial cell (basal),TSSK3,0.01514329
Mucous cell,TSSK3,0.014857858
Epithelial cell (alveolar type I),TSSK3,0.014190439
Immune (alveolar macrophage),TSSK3,0.013893918
Epithelial cell (alveolar type II),TSSK3,0.01364589
Immune (DC/macrophage),TSSK3,0.011240396
Epithelial cell (Hillock),TSSK3,0.010112826
Endothelial cell (vascular),TSSK3,0.00870285
Immune (NK cell),TSSK3,0.007951678
Immune (mast cell),TSSK3,0.007915931
Endothelial cell (lymphatic),TSSK3,0.007838618
"Myocyte (cardiac, cytoplasmic)",TSSK3,0.006584613
Epithelial cell (suprabasal),TSSK3,0.006505859
Immune (T cell),TSSK3,0.0049650134
Epithelial cell (squamous),TSSK3,0.0049072527
Epithelial cell (cornified keratinocyte),TSSK3,0.0
Immune (DC),TSSK3,0.0
Immune (B cell),TSSK3,0.0
Melanocyte,TSSK3,0.0
Immune (Langerhans),TSSK3,0.0
Satellite cell,TSSK3,0.0
Sebaceous gland cell,TSSK3,0.0
