cell_type,gene_name,expression
"Myocyte (sk. muscle, cytoplasmic)",BMX,0.2810223
Endothelial cell (lymphatic),BMX,0.22279918
Endothelial cell (vascular),BMX,0.20937854
Pericyte/SMC,BMX,0.17354661
Melanocyte,BMX,0.17171663
Neuronal,BMX,0.14705458
Myocyte (cardiac),BMX,0.14654802
"Myocyte (cardiac, cytoplasmic)",BMX,0.1458633
Sweat gland cell,BMX,0.10646518
Myocyte (smooth muscle),BMX,0.09707103
Immune (Langerhans),BMX,0.07290702
Adipocyte,BMX,0.06892962
Myofibroblast,BMX,0.06699886
Epithelial cell (Hillock),BMX,0.065347105
Immune (mast cell),BMX,0.0638965
Epithelial cell (mature keratinocyte),BMX,0.06177165
Fibroblast,BMX,0.057167105
Immune (alveolar macrophage),BMX,0.050584868
Schwann cell,BMX,0.046566177
Myocyte (NMJ-rich),BMX,0.045229066
Epithelial cell (suprabasal),BMX,0.04515856
Epithelial cell (basal keratinocyte),BMX,0.042744312
ICCs,BMX,0.04148153
Epithelial cell (basal),BMX,0.038344845
Epithelial cell (alveolar type II),BMX,0.037741147
Epithelial cell (ciliated),BMX,0.035776388
Epithelial cell (suprabasal keratinocyte),BMX,0.034574315
Epithelial cell (alveolar type I),BMX,0.034258947
Epithelial cell (luminal),BMX,0.031455714
Sebaceous gland cell,BMX,0.030309148
Epithelial cell (club),BMX,0.029184591
Immune (B cell),BMX,0.024308462
Immune (NK cell),BMX,0.024014521
Immune (DC/macrophage),BMX,0.022046378
Myocyte (sk. muscle),BMX,0.021120617
Immune (T cell),BMX,0.020065367
Mucous cell,BMX,0.01870142
Myoepithelial (basal),BMX,0.018647434
Epithelial cell (squamous),BMX,0.012435801
Satellite cell,BMX,0.008463673
Epithelial cell (cornified keratinocyte),BMX,0.0
Immune (DC),BMX,0.0
Neuroendocrine,BMX,0.0
