cell_type,gene_name,expression
"Myocyte (cardiac, cytoplasmic)",TGM2,1.1692262
Endothelial cell (vascular),TGM2,0.6577704
Endothelial cell (lymphatic),TGM2,0.5163957
Myocyte (cardiac),TGM2,0.5146753
Myocyte (smooth muscle),TGM2,0.48451105
Epithelial cell (luminal),TGM2,0.47555357
Epithelial cell (club),TGM2,0.44574285
"Myocyte (sk. muscle, cytoplasmic)",TGM2,0.31545445
Pericyte/SMC,TGM2,0.26356593
Immune (alveolar macrophage),TGM2,0.22718154
Mucous cell,TGM2,0.21510012
Myofibroblast,TGM2,0.17193785
Epithelial cell (basal),TGM2,0.14914611
ICCs,TGM2,0.13279513
Epithelial cell (alveolar type II),TGM2,0.10688238
Fibroblast,TGM2,0.09568048
Myocyte (sk. muscle),TGM2,0.09148736
Epithelial cell (Hillock),TGM2,0.08926555
Immune (mast cell),TGM2,0.08246565
Epithelial cell (ciliated),TGM2,0.064549215
Neuronal,TGM2,0.063769475
Schwann cell,TGM2,0.06294486
Myocyte (NMJ-rich),TGM2,0.05629703
Adipocyte,TGM2,0.046012722
Neuroendocrine,TGM2,0.03132294
Epithelial cell (alveolar type I),TGM2,0.02866877
Immune (NK cell),TGM2,0.024279207
Immune (DC/macrophage),TGM2,0.0196552
Epithelial cell (suprabasal),TGM2,0.013228608
Immune (T cell),TGM2,0.010215461
Satellite cell,TGM2,0.008510007
Epithelial cell (suprabasal keratinocyte),TGM2,0.008465554
Epithelial cell (squamous),TGM2,0.008064216
Myoepithelial (basal),TGM2,0.0039844904
Epithelial cell (basal keratinocyte),TGM2,0.0031284096
Epithelial cell (cornified keratinocyte),TGM2,0.0
Melanocyte,TGM2,0.0
Immune (DC),TGM2,0.0
Immune (B cell),TGM2,0.0
Epithelial cell (mature keratinocyte),TGM2,0.0
Immune (Langerhans),TGM2,0.0
Sebaceous gland cell,TGM2,0.0
Sweat gland cell,TGM2,0.0
