cell_type,gene_name,expression
Immune (alveolar macrophage),CDK11A,0.13885657
Myofibroblast,CDK11A,0.13201798
Epithelial cell (mature keratinocyte),CDK11A,0.12498724
Immune (mast cell),CDK11A,0.1196933
Immune (B cell),CDK11A,0.11332535
Epithelial cell (suprabasal keratinocyte),CDK11A,0.11317017
Epithelial cell (cornified keratinocyte),CDK11A,0.10559237
Myoepithelial (basal),CDK11A,0.095726505
Immune (Langerhans),CDK11A,0.09401146
Epithelial cell (suprabasal),CDK11A,0.08728219
Mucous cell,CDK11A,0.086090535
Immune (T cell),CDK11A,0.079800025
Myocyte (cardiac),CDK11A,0.07893454
Epithelial cell (ciliated),CDK11A,0.0784582
Epithelial cell (basal),CDK11A,0.07819626
Immune (DC),CDK11A,0.07768415
Immune (NK cell),CDK11A,0.0760082
Myocyte (smooth muscle),CDK11A,0.073268816
Satellite cell,CDK11A,0.069121934
Epithelial cell (luminal),CDK11A,0.06852869
Epithelial cell (alveolar type II),CDK11A,0.06839436
Adipocyte,CDK11A,0.067363456
Sweat gland cell,CDK11A,0.064654954
Sebaceous gland cell,CDK11A,0.06370118
Epithelial cell (alveolar type I),CDK11A,0.06352889
Epithelial cell (club),CDK11A,0.06288657
Endothelial cell (vascular),CDK11A,0.059690036
Epithelial cell (basal keratinocyte),CDK11A,0.05860385
Immune (DC/macrophage),CDK11A,0.05407034
Fibroblast,CDK11A,0.053457446
Pericyte/SMC,CDK11A,0.052370533
Endothelial cell (lymphatic),CDK11A,0.04625575
Myocyte (sk. muscle),CDK11A,0.04539823
Schwann cell,CDK11A,0.039650362
Epithelial cell (Hillock),CDK11A,0.03881754
Epithelial cell (squamous),CDK11A,0.03754561
ICCs,CDK11A,0.03641176
"Myocyte (cardiac, cytoplasmic)",CDK11A,0.02891676
Myocyte (NMJ-rich),CDK11A,0.027413342
Melanocyte,CDK11A,0.024541644
"Myocyte (sk. muscle, cytoplasmic)",CDK11A,0.01425958
Neuronal,CDK11A,0.0
Neuroendocrine,CDK11A,0.0
