cell_type,gene_name,expression
Myocyte (cardiac),PRKAA2,1.211151
"Myocyte (cardiac, cytoplasmic)",PRKAA2,0.81947434
Endothelial cell (lymphatic),PRKAA2,0.4666692
Myofibroblast,PRKAA2,0.3524045
"Myocyte (sk. muscle, cytoplasmic)",PRKAA2,0.3321554
Sweat gland cell,PRKAA2,0.30242905
Myocyte (smooth muscle),PRKAA2,0.2982458
Epithelial cell (club),PRKAA2,0.26989356
Myocyte (sk. muscle),PRKAA2,0.24465577
Neuronal,PRKAA2,0.24293013
Epithelial cell (Hillock),PRKAA2,0.23793596
Mucous cell,PRKAA2,0.23032805
ICCs,PRKAA2,0.1923303
Immune (Langerhans),PRKAA2,0.18645447
Epithelial cell (luminal),PRKAA2,0.18219624
Epithelial cell (suprabasal),PRKAA2,0.14586437
Pericyte/SMC,PRKAA2,0.12015322
Epithelial cell (basal),PRKAA2,0.115841396
Epithelial cell (ciliated),PRKAA2,0.11544695
Myocyte (NMJ-rich),PRKAA2,0.10934288
Epithelial cell (alveolar type I),PRKAA2,0.10491767
Epithelial cell (alveolar type II),PRKAA2,0.088246055
Schwann cell,PRKAA2,0.07537387
Epithelial cell (squamous),PRKAA2,0.06760029
Myoepithelial (basal),PRKAA2,0.067591265
Satellite cell,PRKAA2,0.060125932
Neuroendocrine,PRKAA2,0.056835636
Melanocyte,PRKAA2,0.04754082
Fibroblast,PRKAA2,0.031524535
Endothelial cell (vascular),PRKAA2,0.026057849
Immune (alveolar macrophage),PRKAA2,0.02464123
Immune (mast cell),PRKAA2,0.024508167
Adipocyte,PRKAA2,0.022668526
Immune (DC),PRKAA2,0.021115704
Immune (NK cell),PRKAA2,0.016440041
Immune (T cell),PRKAA2,0.00812014
Immune (DC/macrophage),PRKAA2,0.007036338
Epithelial cell (cornified keratinocyte),PRKAA2,0.0
Epithelial cell (basal keratinocyte),PRKAA2,0.0
Epithelial cell (suprabasal keratinocyte),PRKAA2,0.0
Epithelial cell (mature keratinocyte),PRKAA2,0.0
Immune (B cell),PRKAA2,0.0
Sebaceous gland cell,PRKAA2,0.0
