cell_type,gene_name,expression
Neuroendocrine,DYRK1B,0.21906789
Epithelial cell (ciliated),DYRK1B,0.14354873
"Myocyte (sk. muscle, cytoplasmic)",DYRK1B,0.14185971
Epithelial cell (luminal),DYRK1B,0.13708104
Epithelial cell (squamous),DYRK1B,0.11552886
Myofibroblast,DYRK1B,0.102847144
Mucous cell,DYRK1B,0.0985804
Epithelial cell (basal keratinocyte),DYRK1B,0.0912428
Epithelial cell (basal),DYRK1B,0.08816371
Epithelial cell (suprabasal),DYRK1B,0.077214405
Epithelial cell (suprabasal keratinocyte),DYRK1B,0.076481275
Epithelial cell (club),DYRK1B,0.07027182
"Myocyte (cardiac, cytoplasmic)",DYRK1B,0.065461665
Epithelial cell (alveolar type I),DYRK1B,0.057403963
Immune (DC),DYRK1B,0.057397187
Endothelial cell (lymphatic),DYRK1B,0.055485178
ICCs,DYRK1B,0.054667242
Myocyte (cardiac),DYRK1B,0.049585354
Myoepithelial (basal),DYRK1B,0.048315577
Immune (B cell),DYRK1B,0.046822093
Epithelial cell (Hillock),DYRK1B,0.0439084
Melanocyte,DYRK1B,0.043583553
Immune (NK cell),DYRK1B,0.04034692
Myocyte (smooth muscle),DYRK1B,0.039499603
Endothelial cell (vascular),DYRK1B,0.039359365
Epithelial cell (mature keratinocyte),DYRK1B,0.038277686
Adipocyte,DYRK1B,0.036917277
Fibroblast,DYRK1B,0.03683832
Immune (alveolar macrophage),DYRK1B,0.03650114
Epithelial cell (alveolar type II),DYRK1B,0.036342
Immune (mast cell),DYRK1B,0.0357581
Immune (DC/macrophage),DYRK1B,0.0334472
Satellite cell,DYRK1B,0.033247385
Immune (T cell),DYRK1B,0.030489499
Schwann cell,DYRK1B,0.02982675
Myocyte (sk. muscle),DYRK1B,0.028970193
Pericyte/SMC,DYRK1B,0.024301527
Epithelial cell (cornified keratinocyte),DYRK1B,0.021470219
Sebaceous gland cell,DYRK1B,0.018326355
Sweat gland cell,DYRK1B,0.01552684
Immune (Langerhans),DYRK1B,0.0
Myocyte (NMJ-rich),DYRK1B,0.0
Neuronal,DYRK1B,0.0
