cell_type,gene_name,expression
Melanocyte,PIK3R4,0.24959004
Neuroendocrine,PIK3R4,0.20981789
Immune (alveolar macrophage),PIK3R4,0.20804214
Epithelial cell (basal keratinocyte),PIK3R4,0.20796593
Epithelial cell (club),PIK3R4,0.20019907
Adipocyte,PIK3R4,0.19580458
Immune (Langerhans),PIK3R4,0.19483589
Epithelial cell (alveolar type II),PIK3R4,0.1928686
ICCs,PIK3R4,0.1923759
Myocyte (cardiac),PIK3R4,0.19168398
Epithelial cell (luminal),PIK3R4,0.18427715
Satellite cell,PIK3R4,0.1817886
Epithelial cell (Hillock),PIK3R4,0.1806293
Epithelial cell (suprabasal),PIK3R4,0.17881116
Sweat gland cell,PIK3R4,0.17528549
Epithelial cell (ciliated),PIK3R4,0.17338069
Epithelial cell (suprabasal keratinocyte),PIK3R4,0.17240614
Epithelial cell (alveolar type I),PIK3R4,0.17230542
Mucous cell,PIK3R4,0.1663496
Epithelial cell (basal),PIK3R4,0.1606413
Myofibroblast,PIK3R4,0.16041465
Endothelial cell (lymphatic),PIK3R4,0.15731317
Epithelial cell (cornified keratinocyte),PIK3R4,0.15459038
Epithelial cell (mature keratinocyte),PIK3R4,0.14635922
Immune (DC),PIK3R4,0.14318234
Immune (T cell),PIK3R4,0.14151861
Immune (DC/macrophage),PIK3R4,0.13746493
Sebaceous gland cell,PIK3R4,0.1366911
Endothelial cell (vascular),PIK3R4,0.13378535
Myocyte (smooth muscle),PIK3R4,0.12788099
Immune (B cell),PIK3R4,0.12376873
Fibroblast,PIK3R4,0.12245266
Immune (mast cell),PIK3R4,0.11294086
Schwann cell,PIK3R4,0.11100429
Myoepithelial (basal),PIK3R4,0.1108264
Pericyte/SMC,PIK3R4,0.106142126
Neuronal,PIK3R4,0.10267818
Myocyte (NMJ-rich),PIK3R4,0.09147267
Immune (NK cell),PIK3R4,0.083988085
Epithelial cell (squamous),PIK3R4,0.07819284
Myocyte (sk. muscle),PIK3R4,0.06302026
"Myocyte (cardiac, cytoplasmic)",PIK3R4,0.061828002
"Myocyte (sk. muscle, cytoplasmic)",PIK3R4,0.05927134
