UniProt,Ensembl,Disease_ID,Disease_Name,Datasource_Scores,Score,Gene_Name
Q92918,ENSG00000104814,EFO_0004309,platelet count,gwas_credible_sets:0.29015900945264833,0.1763965980507464,MAP4K1
Q92918,ENSG00000104814,EFO_0000616,neoplasm,europepmc:0.8788165518321402,0.1068519294619215,MAP4K1
Q92918,ENSG00000104814,EFO_0004842,eosinophil count,gwas_credible_sets:0.1639384594566558,0.0996632384167051,MAP4K1
Q92918,ENSG00000104814,EFO_0000222,acute myeloid leukemia,europepmc:0.7270080972463083,0.088394122485811,MAP4K1
Q92918,ENSG00000104814,HP_0002725,Systemic lupus erythematosus,europepmc:0.7019010147404717,0.0853414487471162,MAP4K1
Q92918,ENSG00000104814,EFO_0005543,glioma,europepmc:0.6180586524405732,0.0751473779097922,MAP4K1
Q92918,ENSG00000104814,EFO_0000519,glioblastoma multiforme,europepmc:0.6123214089277049,0.0744498085048182,MAP4K1
Q92918,ENSG00000104814,EFO_0005140,autoimmune disease,impc:0.5603906092383923; europepmc:0.0996082811010701,0.0711634890985964,MAP4K1
Q92918,ENSG00000104814,MONDO_0013860,idiopathic membranous glomerulonephritis,impc:0.5659227794966581,0.0688083773451977,MAP4K1
Q96BR1,ENSG00000104205,EFO_0005772,neurodegenerative disease,crispr_screen:0.6283069694613685,0.3819671570895902,SGK3
Q96BR1,ENSG00000104205,EFO_0004747,protein measurement,gwas_credible_sets:0.5155457143203358,0.3134161173120147,SGK3
Q96BR1,ENSG00000104205,EFO_0000284,benign prostatic hyperplasia,gwas_credible_sets:0.5038675930830363,0.306316627753618,SGK3
Q96BR1,ENSG00000104205,EFO_0004517,arterial stiffness measurement,gwas_credible_sets:0.49716577463268274,0.3022423859176463,SGK3
Q96BR1,ENSG00000104205,MONDO_0004975,Alzheimer disease,crispr_screen:0.39843516715766963; europepmc:0.03495602086266821,0.2432835510489002,SGK3
Q96BR1,ENSG00000104205,MONDO_0005301,multiple sclerosis,crispr_screen:0.39843516715766963,0.2422210089666816,SGK3
Q96BR1,ENSG00000104205,MONDO_0005180,Parkinson disease,crispr_screen:0.39843516715766963,0.2422210089666816,SGK3
Q96BR1,ENSG00000104205,MONDO_0002561,lysosomal storage disease,crispr_screen:0.39843516715766963,0.2422210089666816,SGK3
Q96BR1,ENSG00000104205,EFO_0004327,electrocardiography,gwas_credible_sets:0.31152416485347867,0.1893851340146694,SGK3
Q96BR1,ENSG00000104205,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.2693418120850649,0.1637411826510328,SGK3
Q96C45,ENSG00000168038,EFO_0004348,hematocrit,gwas_credible_sets:0.9040939438446031,0.5496265523972856,ULK4
Q96C45,ENSG00000168038,EFO_0006336,diastolic blood pressure,gwas_credible_sets:0.8900043928118673,0.541061080399965,ULK4
Q96C45,ENSG00000168038,EFO_0004305,erythrocyte count,gwas_credible_sets:0.8878792274771821,0.5397691269429933,ULK4
Q96C45,ENSG00000168038,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.8694869307139457,0.5285878833018093,ULK4
Q96C45,ENSG00000168038,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.8630122205212871,0.5246517075700823,ULK4
Q96C45,ENSG00000168038,EFO_0004509,hemoglobin measurement,gwas_credible_sets:0.8381668468809402,0.5095474397559475,ULK4
Q96C45,ENSG00000168038,EFO_0006945,diastolic blood pressure change measurement,gwas_credible_sets:0.8078104959907022,0.4910928791466668,ULK4
Q96C45,ENSG00000168038,EFO_0020865,aortic measurement,gwas_credible_sets:0.7667179556014336,0.466111458291931,ULK4
Q96C45,ENSG00000168038,EFO_0001378,multiple myeloma,gwas_credible_sets:0.7466537095936495; europepmc:0.04745237614690708,0.4553561732569208,ULK4
Q96C45,ENSG00000168038,EFO_0004309,platelet count,gwas_credible_sets:0.7417351837041218,0.4509236618458491,ULK4
Q96D53,ENSG00000123815,EFO_0004255,nephrotic syndrome,eva:0.9236109219094549; genomics_england:0.9190679877429972; uniprot_variants:0.9066612367713315; uniprot_literature:0.607930797611621; europepmc:0.18186044574643653,0.7864001996883431,COQ8B
Q96D53,ENSG00000123815,MONDO_0019200,retinitis pigmentosa,eva:0.630424237123251; genomics_england:0.3039653988058105; europepmc:0.0727828260473913,0.4304350560656549,COQ8B
Q96D53,ENSG00000123815,MONDO_0044970,mitochondrial disease,clingen:0.607930797611621; eva:0.19453785523571876,0.3991462430594779,COQ8B
Q96D53,ENSG00000123815,MONDO_0019006,familial idiopathic steroid-resistant nephrotic syndrome,orphanet:0.607930797611621,0.3695798546847018,COQ8B
Q96D53,ENSG00000123815,EFO_0000508,genetic disorder,eva:0.5404638354802462,0.328564610583742,COQ8B
Q96D53,ENSG00000123815,EFO_0004348,hematocrit,gwas_credible_sets:0.4072104566765348,0.2475557777231583,COQ8B
Q96D53,ENSG00000123815,EFO_0004509,hemoglobin measurement,gwas_credible_sets:0.31754822071360506,0.193047343098573,COQ8B
Q96D53,ENSG00000123815,EFO_0004305,erythrocyte count,gwas_credible_sets:0.3166984627097544,0.1925307490375152,COQ8B
Q96D53,ENSG00000123815,EFO_0000341,chronic obstructive pulmonary disease,gwas_credible_sets:0.26040473396109,0.1583080576188074,COQ8B
Q96D53,ENSG00000123815,EFO_0007794,nicotine metabolite ratio,gwas_credible_sets:0.23120160739697085,0.1405545775939293,COQ8B
Q96GD4,ENSG00000178999,EFO_0005772,neurodegenerative disease,crispr_screen:0.9236591545568223; europepmc:0.012158615952232422,0.5618904264056893,AURKB
Q96GD4,ENSG00000178999,MONDO_0004975,Alzheimer disease,crispr_screen:0.865457038266544; europepmc:0.08257895537223855,0.5286481020822403,AURKB
Q96GD4,ENSG00000178999,MONDO_0005301,multiple sclerosis,crispr_screen:0.865457038266544; europepmc:0.030396539880581056,0.5270619372086831,AURKB
Q96GD4,ENSG00000178999,MONDO_0002561,lysosomal storage disease,crispr_screen:0.865457038266544,0.5261379875719714,AURKB
Q96GD4,ENSG00000178999,MONDO_0005180,Parkinson disease,crispr_screen:0.865457038266544,0.5261379875719714,AURKB
Q96GD4,ENSG00000178999,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.7317489058530164,0.4448526959866553,AURKB
Q96GD4,ENSG00000178999,EFO_0000702,small cell lung carcinoma,chembl:0.44750461490855437; slapenrich:0.45887733627675253; europepmc:0.20738570391629363,0.3097242379716517,AURKB
Q96GD4,ENSG00000178999,EFO_0000222,acute myeloid leukemia,slapenrich:0.8535113418812669; chembl:0.16727781092716906; europepmc:0.586372196500466,0.2927828868332708,AURKB
Q96GD4,ENSG00000178999,EFO_0000519,glioblastoma multiforme,slapenrich:0.8669482737236037; europepmc:0.574971875683498; expression_atlas:0.0933581982594713,0.2822606627365293,AURKB
Q96GD4,ENSG00000178999,EFO_0000304,breast adenocarcinoma,slapenrich:0.8709615444383813,0.2647421731997372,AURKB
Q96GX5,ENSG00000120539,EFO_0005772,neurodegenerative disease,crispr_screen:0.8872284402827698,0.5393734933648188,MASTL
Q96GX5,ENSG00000120539,MONDO_0002561,lysosomal storage disease,crispr_screen:0.8274613634158176,0.5030392466541774,MASTL
Q96GX5,ENSG00000120539,MONDO_0005180,Parkinson disease,crispr_screen:0.8274613634158176,0.5030392466541774,MASTL
Q96GX5,ENSG00000120539,MONDO_0005301,multiple sclerosis,crispr_screen:0.8274613634158176,0.5030392466541774,MASTL
Q96GX5,ENSG00000120539,MONDO_0004975,Alzheimer disease,crispr_screen:0.8274613634158176,0.5030392466541774,MASTL
Q96GX5,ENSG00000120539,EFO_0004309,platelet count,gwas_credible_sets:0.7595430587291656,0.461749617513592,MASTL
Q96GX5,ENSG00000120539,EFO_0700038,autosomal thrombocytopenia with normal platelets,orphanet:0.607930797611621,0.3695798546847018,MASTL
Q96GX5,ENSG00000120539,EFO_0004587,lymphocyte count,gwas_credible_sets:0.4752930521840178,0.2889452843134917,MASTL
Q96GX5,ENSG00000120539,EFO_0007985,platelet crit,gwas_credible_sets:0.4485278915205844,0.2726739188431675,MASTL
Q96GX5,ENSG00000120539,HP_0001873,Thrombocytopenia,eva:0.3132096645724904; genomics_england:0.3039653988058105; europepmc:0.082415048406624; clingen:0.006079307976116211,0.2379516625838333,MASTL
Q96J92,ENSG00000126562,MONDO_0013777,pseudohypoaldosteronism type 2B,uniprot_variants:0.865457038266544; eva:0.8450322648458851; genomics_england:0.7599134970145264; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; impc:0.6288697411867916,0.7459046832069319,WNK4
Q96J92,ENSG00000126562,EFO_0009283,potassium measurement,gwas_credible_sets:0.7273128706196106,0.4421558935489776,WNK4
Q96J92,ENSG00000126562,EFO_0005772,neurodegenerative disease,crispr_screen:0.607930797611621,0.3695798546847018,WNK4
Q96J92,ENSG00000126562,EFO_0000508,genetic disorder,eva:0.3184677592475232; europepmc:0.012158615952232422,0.1939759387476171,WNK4
Q96J92,ENSG00000126562,EFO_0000519,glioblastoma multiforme,slapenrich:0.5776119763517491,0.1755740547467718,WNK4
Q96J92,ENSG00000126562,EFO_0000304,breast adenocarcinoma,slapenrich:0.5221988336516445,0.1587303767268512,WNK4
Q96J92,ENSG00000126562,EFO_0004833,neutrophil count,gwas_credible_sets:0.24146314377137892,0.1467928815867439,WNK4
Q96J92,ENSG00000126562,EFO_0000181,head and neck squamous cell carcinoma,slapenrich:0.3827459360611051; europepmc:0.012158615952232422,0.1167111009508017,WNK4
Q96J92,ENSG00000126562,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.13182658773591477,0.080141442628713,WNK4
Q96J92,ENSG00000126562,EFO_0005689,non-high density lipoprotein cholesterol measurement,gwas_credible_sets:0.12798393013759768,0.0778053727300197,WNK4
Q96KB5,ENSG00000168078,EFO_0004725,metabolite measurement,gwas_credible_sets:0.5473300852236318,0.332738815266839,PBK
Q96KB5,ENSG00000168078,OBA_VT0001253,body height,gwas_credible_sets:0.22191181990284034,0.1349070296729801,PBK
Q96KB5,ENSG00000168078,EFO_0000182,hepatocellular carcinoma,europepmc:0.8754827002990008; expression_atlas:0.3313164578292827,0.1165174531810901,PBK
Q96KB5,ENSG00000168078,EFO_0000616,neoplasm,europepmc:0.9442714589021627,0.1148103402344561,PBK
Q96KB5,ENSG00000168078,MONDO_0004992,cancer,europepmc:0.9250918316311777,0.1124783630135074,PBK
Q96KB5,ENSG00000168078,MONDO_0007254,breast cancer,europepmc:0.8728850017112928,0.1061307350627134,PBK
Q96KB5,ENSG00000168078,EFO_0003060,non-small cell lung carcinoma,europepmc:0.7867064698837224; expression_atlas:0.29410215775674,0.1045923063117445,PBK
Q96KB5,ENSG00000168078,MONDO_0001056,gastric cancer,europepmc:0.8348891739656672,0.101510968289251,PBK
Q96KB5,ENSG00000168078,EFO_0005922,esophageal squamous cell carcinoma,europepmc:0.828626961506025,0.1007495699261703,PBK
Q96KB5,ENSG00000168078,EFO_0000519,glioblastoma multiforme,europepmc:0.7283623503991185; expression_atlas:0.3926207658341003,0.1004930936923027,PBK
Q96KG9,ENSG00000142186,MONDO_0014744,acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,eva:0.9108839169067622; genomics_england:0.8970119723611113; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.04103532883878443,0.7544474294305153,SCYL1
Q96KG9,ENSG00000142186,MONDO_0015244,autosomal recessive cerebellar ataxia,eva:0.9108839169067622,0.5537543861367255,SCYL1
Q96KG9,ENSG00000142186,EFO_0000508,genetic disorder,eva:0.8518773478654875; europepmc:0.03630697819069404,0.518986082065655,SCYL1
Q96KG9,ENSG00000142186,EFO_0004305,erythrocyte count,gwas_credible_sets:0.6403125623881902,0.3892657267733934,SCYL1
Q96KG9,ENSG00000142186,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.5602425465565292,0.3405886981840765,SCYL1
Q96KG9,ENSG00000142186,OBA_2050096,serum creatinine amount,gwas_credible_sets:0.49017708413915806,0.297993745731657,SCYL1
Q96KG9,ENSG00000142186,OBA_0003747,glomerular filtration rate,gwas_credible_sets:0.4209969758589377,0.2559370273260044,SCYL1
Q96KG9,ENSG00000142186,EFO_0800126,"N6,N6,N6-trimethyllysine measurement",gwas_credible_sets:0.4129024476606479,0.2510161143421283,SCYL1
Q96KG9,ENSG00000142186,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.393008873094221,0.2389221976886141,SCYL1
Q96KG9,ENSG00000142186,OBA_1001085,waist circumference,gwas_credible_sets:0.38564805898029925,0.2344473320932668,SCYL1
Q96L34,ENSG00000007047,MONDO_0013560,Hermansky-Pudlak syndrome 8,eva:0.8176580516632072,0.4970795115211776,MARK4
Q96L34,ENSG00000007047,MONDO_0019312,Hermansky-Pudlak syndrome,eva:0.6303060283570487,0.3831824465585137,MARK4
Q96L34,ENSG00000007047,EFO_0004611,low density lipoprotein cholesterol measurement,gwas_credible_sets:0.513713669847893,0.3123023610546225,MARK4
Q96L34,ENSG00000007047,EFO_0010351,cholesteryl ester measurement,gwas_credible_sets:0.49019276479003737,0.2980032784822531,MARK4
Q96L34,ENSG00000007047,EFO_0004574,total cholesterol measurement,gwas_credible_sets:0.4866625517009152,0.2958571532232442,MARK4
Q96L34,ENSG00000007047,EFO_0008595,intermediate density lipoprotein measurement,gwas_credible_sets:0.4826044583523321,0.2933901132970576,MARK4
Q96L34,ENSG00000007047,EFO_0004639,phospholipid measurement,gwas_credible_sets:0.4647021656606701,0.2825067582219388,MARK4
Q96L34,ENSG00000007047,EFO_0008591,free cholesterol measurement,gwas_credible_sets:0.4636859395045307,0.2818889630442832,MARK4
Q96L34,ENSG00000007047,EFO_0004529,lipid measurement,gwas_credible_sets:0.4570449307054839,0.2778516892681329,MARK4
Q96L34,ENSG00000007047,EFO_0020946,phospholipids:total lipids ratio,gwas_credible_sets:0.43843363138895325,0.2665373072300458,MARK4
Q96L96,ENSG00000136383,EFO_0000538,hypertrophic cardiomyopathy,eva:0.9350756068553397; genomics_england:0.8274613634158176; gene2phenotype:0.7599134970145264; clingen:0.7599134970145264; uniprot_variants:0.607930797611621; uniprot_literature:0.607930797611621; gwas_credible_sets:0.3521273688533827; europepmc:0.7922701568591648; impc:0.6460728320567432,0.8063180289620713,ALPK3
Q96L96,ENSG00000136383,HP_0001626,Abnormality of the cardiovascular system,eva:0.9132743989990534,0.5552076338217684,ALPK3
Q96L96,ENSG00000136383,EFO_0000318,cardiomyopathy,eva:0.825549758796661; europepmc:0.3216480220760793,0.5116541102638811,ALPK3
Q96L96,ENSG00000136383,EFO_0004541,HbA1c measurement,gwas_credible_sets:0.7053774757666864,0.4288206914601136,ALPK3
Q96L96,ENSG00000136383,EFO_0010642,Neurodevelopmental disorder,eva:0.6991204172533643,0.425016832887407,ALPK3
Q96L96,ENSG00000136383,EFO_0008205,left ventricular structural measurement,gwas_credible_sets:0.6808838487214445,0.4139302612340981,ALPK3
Q96L96,ENSG00000136383,EFO_0008206,left ventricular systolic function measurement,gwas_credible_sets:0.6401709727214234,0.3891796500543422,ALPK3
Q96L96,ENSG00000136383,EFO_0004842,eosinophil count,gwas_credible_sets:0.5962909990566407,0.362503662665134,ALPK3
Q96L96,ENSG00000136383,EFO_0004340,body mass index,gwas_credible_sets:0.595685654025459,0.3621356547774975,ALPK3
Q96L96,ENSG00000136383,EFO_0004327,electrocardiography,gwas_credible_sets:0.5670238075513119,0.3447112355894473,ALPK3
Q96NX5,ENSG00000008118,EFO_0004340,body mass index,gwas_credible_sets:0.7961628811220068,0.4840119353492678,CAMK1G
Q96NX5,ENSG00000008118,OBA_1001085,waist circumference,gwas_credible_sets:0.6894803387529543,0.4191563322756142,CAMK1G
Q96NX5,ENSG00000008118,EFO_0005772,neurodegenerative disease,crispr_screen:0.6799667167917653,0.4133727084885731,CAMK1G
Q96NX5,ENSG00000008118,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.6189059495585344,0.3762519875616975,CAMK1G
Q96NX5,ENSG00000008118,EFO_0004338,body weight,gwas_credible_sets:0.6185562283375131,0.3760393812608603,CAMK1G
Q96NX5,ENSG00000008118,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.6185562283375131,0.3760393812608603,CAMK1G
Q96NX5,ENSG00000008118,MONDO_0004975,Alzheimer disease,crispr_screen:0.5720619448546039; expression_atlas:0.03359944968349924; europepmc:0.012158615952232422,0.3489596391441778,CAMK1G
Q96NX5,ENSG00000008118,MONDO_0005301,multiple sclerosis,crispr_screen:0.5720619448546039,0.3477740744187145,CAMK1G
Q96NX5,ENSG00000008118,MONDO_0005180,Parkinson disease,crispr_screen:0.5720619448546039,0.3477740744187145,CAMK1G
Q96NX5,ENSG00000008118,MONDO_0002561,lysosomal storage disease,crispr_screen:0.5720619448546039,0.3477740744187145,CAMK1G
Q96PF2,ENSG00000206203,EFO_0000279,azoospermia,impc:0.6984345392334553; europepmc:0.04542594015486835,0.0863007647046702,TSSK2
Q96PF2,ENSG00000206203,Orphanet_399786,Male infertility with spermatogenesis disorder due to single gene mutation,impc:0.607930797611621,0.0739159709369403,TSSK2
Q96PF2,ENSG00000206203,Orphanet_404469,Female infertility due to fertilization defect,impc:0.5902248131311826,0.0717631682834019,TSSK2
Q96PF2,ENSG00000206203,Orphanet_400008,Rare genetic female infertility,impc:0.5700719071903573,0.0693128538468424,TSSK2
Q96PF2,ENSG00000206203,MONDO_0015607,partial chromosome Y deletion,impc:0.5502229666483379,0.0668994973957513,TSSK2
Q96PF2,ENSG00000206203,MONDO_0018394,male infertility with teratozoospermia due to single gene mutation,impc:0.545465908157027,0.0663211049231697,TSSK2
Q96PF2,ENSG00000206203,MONDO_0011720,spermatogenic failure 3,impc:0.49807770248320116,0.0605593549886352,TSSK2
Q96PF2,ENSG00000206203,MONDO_0030307,spermatogenic failure 55,impc:0.49807770248320116,0.0605593549886352,TSSK2
Q96PF2,ENSG00000206203,MONDO_0020852,spermatogenic failure 31,impc:0.47892788235843514,0.0582310019041216,TSSK2
Q96PF2,ENSG00000206203,MONDO_0030989,spermatogenic failure 53,impc:0.47892788235843514,0.0582310019041216,TSSK2
Q96PN8,ENSG00000162526,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.5012406324991396,0.3047196175105554,TSSK3
Q96PN8,ENSG00000162526,EFO_0000279,azoospermia,impc:0.9140185127433959,0.111132000696776,TSSK3
Q96PN8,ENSG00000162526,MONDO_0018394,male infertility with teratozoospermia due to single gene mutation,impc:0.8509607518876133,0.1034650497262443,TSSK3
Q96PN8,ENSG00000162526,MONDO_0030531,spermatogenic failure 65,impc:0.8195789495809519,0.0996494569048885,TSSK3
Q96PN8,ENSG00000162526,MONDO_0030430,spermatogenic failure 56,impc:0.814402672143788,0.0990200932106817,TSSK3
Q96PN8,ENSG00000162526,MONDO_0025354,"spermatogenic failure, X-linked, 3",impc:0.8143845186546926,0.0990178859976606,TSSK3
Q96PN8,ENSG00000162526,MONDO_0032859,spermatogenic failure 40,impc:0.8114086129655508,0.0986560570538172,TSSK3
Q96PN8,ENSG00000162526,MONDO_0023664,spermatogenic failure 54,impc:0.8095616009936403,0.0984314859615609,TSSK3
Q96PN8,ENSG00000162526,MONDO_0014037,spermatogenic failure 11,impc:0.8088168857665662,0.0983409388971632,TSSK3
Q96PN8,ENSG00000162526,MONDO_0013901,spermatogenic failure 10,impc:0.8088168857665662,0.0983409388971632,TSSK3
Q96PY6,ENSG00000137601,MONDO_0009894,short-rib thoracic dysplasia 6 with or without polydactyly,genomics_england:0.9446636436547599; eva:0.9383765558170067; uniprot_variants:0.7599134970145264; uniprot_literature:0.607930797611621; europepmc:0.14396139026775195,0.7920365491643633,NEK1
Q96PY6,ENSG00000137601,Orphanet_2751,Orofaciodigital syndrome type 2,eva:0.7378912383342425; orphanet:0.607930797611621; uniprot_literature:0.3039653988058105; uniprot_variants:0.3039653988058105; europepmc:0.08207065767756885,0.5734625035934449,NEK1
Q96PY6,ENSG00000137601,MONDO_0009642,orofaciodigital syndrome type II,eva:0.7378912383342425; uniprot_variants:0.3039653988058105; uniprot_literature:0.3039653988058105; europepmc:0.08207065767756885,0.5159401710606811,NEK1
Q96PY6,ENSG00000137601,MONDO_0019662,"short rib-polydactyly syndrome, Majewski type",orphanet:0.607930797611621; eva:0.547137717850459,0.4527353219887596,NEK1
Q96PY6,ENSG00000137601,MONDO_0015461,short rib-polydactyly syndrome,gene2phenotype:0.607930797611621; eva:0.5209426552600382; europepmc:0.15356669687001553,0.450828746210012,NEK1
Q96PY6,ENSG00000137601,EFO_0005670,smoking initiation,gwas_credible_sets:0.7206566908375119,0.438109396865,NEK1
Q96PY6,ENSG00000137601,MONDO_0004976,amyotrophic lateral sclerosis,uniprot_literature:0.607930797611621; eva:0.24317231904464845; gwas_credible_sets:0.03624070428626749,0.4089858224045894,NEK1
Q96PY6,ENSG00000137601,EFO_1001986,connective tissue disease,eva:0.6695544667185317,0.4070427809966205,NEK1
Q96PY6,ENSG00000137601,EFO_0003782,motor neuron disease,eva:0.6520242901779296; europepmc:0.012158615952232422,0.3967552266447045,NEK1
Q96PY6,ENSG00000137601,EFO_0009578,placental retention,gwas_credible_sets:0.5578015315274568,0.3391047299704706,NEK1
Q96Q04,ENSG00000142235,EFO_0010967,urinary microalbumin measurement,gwas_credible_sets:0.24505947388943294,0.1489792014238872,LMTK3
Q96Q04,ENSG00000142235,HP_0001948,Alkalosis,gwas_credible_sets:0.19298547287940915,0.117321812455035,LMTK3
Q96Q04,ENSG00000142235,EFO_0000616,neoplasm,europepmc:0.6757605756677063,0.0821631331520313,LMTK3
Q96Q04,ENSG00000142235,EFO_0009492,cardiac arrest,gwas_credible_sets:0.13499133643163577,0.082065390827543,LMTK3
Q96Q04,ENSG00000142235,EFO_1001951,colorectal carcinoma,europepmc:0.6420863762574339,0.0780688165707474,LMTK3
Q96Q04,ENSG00000142235,MONDO_0002108,thyroid cancer,europepmc:0.6109704515996791,0.074285550791625,LMTK3
Q96Q04,ENSG00000142235,MONDO_0011719,gastrointestinal stromal tumor,europepmc:0.5693238145699631,0.0692218961381616,LMTK3
Q96Q04,ENSG00000142235,MONDO_0008170,ovarian cancer,europepmc:0.5592963338026914,0.0680026932619851,LMTK3
Q96Q04,ENSG00000142235,MONDO_0007254,breast cancer,europepmc:0.49006092094730924,0.0595846253099566,LMTK3
Q96Q04,ENSG00000142235,EFO_0003757,Asperger syndrome,impc:0.3856560997348721,0.0468904440631215,LMTK3
Q96Q40,ENSG00000138395,EFO_0004338,body weight,gwas_credible_sets:0.5936551874723234,0.360901271626326,CDK15
Q96Q40,ENSG00000138395,EFO_0800960,3-hydroxyhippurate measurement,gwas_credible_sets:0.5322372503510678,0.3235634161245407,CDK15
Q96Q40,ENSG00000138395,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.5246717873043972,0.318964138140277,CDK15
Q96Q40,ENSG00000138395,EFO_0009519,device complication,gwas_credible_sets:0.5244069287038939,0.3188031224400187,CDK15
Q96Q40,ENSG00000138395,MONDO_0002050,depressive disorder,gwas_credible_sets:0.5108987570711229; europepmc:0.04126836897786887,0.3118455045084758,CDK15
Q96Q40,ENSG00000138395,OBA_2045223,myeloid leukocyte count,gwas_credible_sets:0.5033266651555779,0.3059877810072278,CDK15
Q96Q40,ENSG00000138395,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.5008805467593486,0.3045007102995556,CDK15
Q96Q40,ENSG00000138395,EFO_0004264,vascular disease,gwas_credible_sets:0.49088886360951756; europepmc:0.021277577916406734,0.2990732231384945,CDK15
Q96Q40,ENSG00000138395,EFO_0008039,BMI-adjusted hip circumference,gwas_credible_sets:0.368348175720069,0.2239302002642871,CDK15
Q96Q40,ENSG00000138395,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.25311409145892017,0.1538758515073621,CDK15
Q96QP1,ENSG00000073331,MONDO_0013999,"retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis, and migraine headache syndrome",genomics_england:0.8586178167934132; eva:0.7997544896735449; uniprot_literature:0.607930797611621; orphanet:0.607930797611621; uniprot_variants:0.607930797611621; gene2phenotype:0.607930797611621; europepmc:0.37306796496734435,0.7336672431523752,ALPK1
Q96QP1,ENSG00000073331,EFO_0004340,body mass index,gwas_credible_sets:0.8703618088450917,0.5291197486618899,ALPK1
Q96QP1,ENSG00000073331,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.7167598729699908,0.4357404012706506,ALPK1
Q96QP1,ENSG00000073331,EFO_0000508,genetic disorder,eva:0.682994801333908,0.4152135743395134,ALPK1
Q96QP1,ENSG00000073331,EFO_0004338,body weight,gwas_credible_sets:0.5737506732703399,0.3488007044314423,ALPK1
Q96QP1,ENSG00000073331,OBA_1000840,alcohol consumption quality,gwas_credible_sets:0.5655308360711512,0.3438036122467018,ALPK1
Q96QP1,ENSG00000073331,MONDO_0004577,corneal ulcer,gwas_credible_sets:0.4986296271878844,0.3031323069691158,ALPK1
Q96QP1,ENSG00000073331,OBA_1001085,waist circumference,gwas_credible_sets:0.49088886360951756,0.2984264583927963,ALPK1
Q96QP1,ENSG00000073331,EFO_0005756,skin wound,gwas_credible_sets:0.48353005139758837,0.293952809815324,ALPK1
Q96QP1,ENSG00000073331,EFO_0009812,secondary malignant neoplasm,gwas_credible_sets:0.4750260258285191,0.2887829507682101,ALPK1
Q96QS6,ENSG00000147613,EFO_0004833,neutrophil count,gwas_credible_sets:0.7630435512909385,0.4638776747487041,PSKH2
Q96QS6,ENSG00000147613,EFO_0004528,mean corpuscular hemoglobin concentration,gwas_credible_sets:0.6805429189793497,0.4137229995440569,PSKH2
Q96QS6,ENSG00000147613,EFO_0005423,adolescent idiopathic scoliosis,gwas_credible_sets:0.5562364252646546,0.3381532536717783,PSKH2
Q96QS6,ENSG00000147613,OBA_2045223,myeloid leukocyte count,gwas_credible_sets:0.5352714742905347,0.3254080143041931,PSKH2
Q96QS6,ENSG00000147613,OBA_2050135,growth differentiation factor 15 amount,gwas_credible_sets:0.5063563676159495,0.3078296304404874,PSKH2
Q96QS6,ENSG00000147613,EFO_0006336,diastolic blood pressure,gwas_credible_sets:0.493404638291314,0.2999558753017119,PSKH2
Q96QS6,ENSG00000147613,EFO_0004792,plasminogen activator inhibitor 1 measurement,gwas_credible_sets:0.49024944420937977,0.2980377356468621,PSKH2
Q96QS6,ENSG00000147613,EFO_0004327,electrocardiography,gwas_credible_sets:0.47478216716008725,0.2886347015734058,PSKH2
Q96QS6,ENSG00000147613,EFO_0005772,neurodegenerative disease,crispr_screen:0.45147620472334543,0.2744662892401309,PSKH2
Q96QS6,ENSG00000147613,EFO_0000571,lung adenocarcinoma,europepmc:0.06079307976116211,0.007391597093694,PSKH2
Q96QT4,ENSG00000092439,MONDO_0011176,intestinal hypomagnesemia 1,eva:0.6839221473130737; europepmc:0.03812232710022874,0.4169361233563322,TRPM7
Q96QT4,ENSG00000092439,MONDO_0007104,amyotrophic lateral sclerosis-parkinsonism-dementia complex,uniprot_literature:0.607930797611621; eva:0.2942917344520128,0.4143071068986816,TRPM7
Q96QT4,ENSG00000092439,EFO_0004838,calcium measurement,gwas_credible_sets:0.6697841262552543,0.4071823981019594,TRPM7
Q96QT4,ENSG00000092439,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.6584568746843797,0.4002962130197302,TRPM7
Q96QT4,ENSG00000092439,EFO_0004845,magnesium measurement,gwas_credible_sets:0.6465451021360626,0.3930546796334636,TRPM7
Q96QT4,ENSG00000092439,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.6233828429159959,0.3789736289113212,TRPM7
Q96QT4,ENSG00000092439,EFO_0004736,aspartate aminotransferase measurement,gwas_credible_sets:0.612899212691004,0.3726003072267767,TRPM7
