UniProt,Ensembl,Disease_ID,Disease_Name,Datasource_Scores,Score,Gene_Name
P14616,ENSG00000027644,EFO_0004305,erythrocyte count,gene_burden:0.1899783742536316,0.1154937045889693,INSRR
P14616,ENSG00000027644,EFO_0004617,cystatin C measurement,gene_burden:0.15198269940290526,0.0923949636711754,INSRR
P15056,ENSG00000157764,MONDO_0015280,cardiofaciocutaneous syndrome,uniprot_variants:0.979400228199195; genomics_england:0.9634666872162816; eva:0.9611467253319842; reactome:0.8274613634158176; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621; orphanet:0.607930797611621; clingen:0.607930797611621; europepmc:0.2831829441987612; eva_somatic:0,0.8769927014714547,BRAF
P15056,ENSG00000157764,MONDO_0018997,Noonan syndrome,genomics_england:0.9399822012472259; eva:0.9361473378322388; reactome:0.9190679877429972; uniprot_variants:0.8897742701710087; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; clingen:0.3039653988058105; europepmc:0.08207308298506456,0.8385874296749728,BRAF
P15056,ENSG00000157764,EFO_0000756,melanoma,chembl:0.9590467407484005; intogen:0.9117924611403623; eva:0.6991204172533643; cancer_gene_census:0.607930797611621; crispr:0.43437524830390906; europepmc:0.9968942734772978; eva_somatic:0.18237923928348632,0.8081260045609812,BRAF
P15056,ENSG00000157764,MONDO_0007893,Noonan syndrome with multiple lentigines,genomics_england:0.9501239701785118; eva:0.8880554328792638; uniprot_literature:0.607930797611621; orphanet:0.607930797611621; uniprot_variants:0.607930797611621; gene2phenotype:0.607930797611621; europepmc:0.09739293764294223; clingen:0.006079307976116211,0.8020905682440476,BRAF
P15056,ENSG00000157764,MONDO_0004992,cancer,reactome:0.9833514825371766; chembl:0.5762173215170472; eva:0.42555155832813474; cancer_biomarkers:0.7599134970145264; europepmc:0.9777326137494063,0.7333216781025201,BRAF
P15056,ENSG00000157764,EFO_0000571,lung adenocarcinoma,intogen:0.8455809688534514; eva_somatic:0.7866455651428372; genomics_england:0.607930797611621; slapenrich:0.9630103111899103; cancer_biomarkers:0.9513974960387728; cancer_gene_census:0.4559480982087158; europepmc:0.49946463065929997,0.7134773746697842,BRAF
P15056,ENSG00000157764,EFO_0003060,non-small cell lung carcinoma,eva_somatic:0.8827196660129714; genomics_england:0.607930797611621; intogen:0.607930797611621; chembl:0.5916628295474282; cancer_gene_census:0.4559480982087158; cancer_biomarkers:0.7599134970145264; europepmc:0.9810020504308304,0.712510413279578,BRAF
P15056,ENSG00000157764,MONDO_0008903,lung cancer,eva:0.8377116561568728; uniprot_variants:0.7599134970145264; genomics_england:0.607930797611621; uniprot_literature:0.607930797611621; chembl:0.19221476678596983; europepmc:0.4505208486028037,0.695123306265081,BRAF
P15056,ENSG00000157764,EFO_0000389,cutaneous melanoma,eva:0.8377116561568728; cancer_gene_census:0.607930797611621; intogen:0.607930797611621; chembl:0.5748963073969946; cancer_biomarkers:0.979400228199195; slapenrich:0.9513974960387728; europepmc:0.5666345075970888,0.6859209591875782,BRAF
P15056,ENSG00000157764,EFO_0000616,neoplasm,chembl:0.9407504514990538; cancer_gene_census:0.4559480982087158; eva:0.27694625224529407; europepmc:0.9959568396160295,0.6674829339823789,BRAF
P15735,ENSG00000156873,MONDO_0020693,glycogen storage disease due to liver phosphorylase kinase deficiency,eva:0.937702599711221; genomics_england:0.8897742701710087; clingen:0.607930797611621; orphanet:0.607930797611621,0.7694517540208672,PHKG2
P15735,ENSG00000156873,MONDO_0002412,disorder of glycogen metabolism,genomics_england:0.8274613634158176; europepmc:0.045517026384918675,0.5044228067619321,PHKG2
P15735,ENSG00000156873,Orphanet_370,Glycogen storage disease due to phosphorylase kinase deficiency,eva:0.7753140038274993; europepmc:0.012158615952232422,0.4717068406009957,PHKG2
P15735,ENSG00000156873,EFO_0000508,genetic disorder,eva:0.6805769753564337,0.4137437034645413,PHKG2
P15735,ENSG00000156873,MONDO_0005180,Parkinson disease,crispr_screen:0.5912012350590018; europepmc:0.030396539880581056,0.3603333880151062,PHKG2
P15735,ENSG00000156873,MONDO_0004975,Alzheimer disease,crispr_screen:0.5912012350590018,0.3594094383783944,PHKG2
P15735,ENSG00000156873,EFO_0005772,neurodegenerative disease,crispr_screen:0.5912012350590018,0.3594094383783944,PHKG2
P15735,ENSG00000156873,MONDO_0005301,multiple sclerosis,crispr_screen:0.5912012350590018,0.3594094383783944,PHKG2
P15735,ENSG00000156873,MONDO_0002561,lysosomal storage disease,crispr_screen:0.5912012350590018,0.3594094383783944,PHKG2
P15735,ENSG00000156873,MONDO_0022435,Mauriac syndrome,eva:0.5592963338026914; europepmc:0.02735688589252295,0.3408450209829662,PHKG2
P16234,ENSG00000134853,MONDO_0011719,gastrointestinal stromal tumor,chembl:0.9699615959156385; eva_somatic:0.8007968431539079; clingen:0.607930797611621; cancer_gene_census:0.607930797611621; eva:0.573475829761658; cancer_biomarkers:0.9607983220922475; uniprot_variants:0.3039653988058105; uniprot_literature:0.3039653988058105; europepmc:0.9800423686573608,0.8057274627445283,PDGFRA
P16234,ENSG00000134853,EFO_0010279,GIST-plus syndrome,genomics_england:0.8776156542187763; eva:0.8369955502484325; uniprot_variants:0.8274613634158176; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621,0.7545136125140661,PDGFRA
P16234,ENSG00000134853,MONDO_0004992,cancer,reactome:0.9729913772431035; chembl:0.5738035386746785; europepmc:0.7309139002743497,0.6885939696686624,PDGFRA
P16234,ENSG00000134853,EFO_0000616,neoplasm,chembl:0.9540297549432994; cancer_gene_census:0.3039653988058105; europepmc:0.9680018894681456,0.6392588441646855,PDGFRA
P16234,ENSG00000134853,EFO_0000222,acute myeloid leukemia,chembl:0.8536569155908477; cancer_gene_census:0.4559480982087158; slapenrich:0.908005658676501; europepmc:0.6872301168773199,0.6241498292108497,PDGFRA
P16234,ENSG00000134853,EFO_0000681,renal cell carcinoma,chembl:0.9741686818780284; europepmc:0.21394099434196912,0.5987302097489782,PDGFRA
P16234,ENSG00000134853,EFO_0000691,sarcoma,chembl:0.9297525706767606; europepmc:0.6107929017438696,0.5837912126696115,PDGFRA
P16234,ENSG00000134853,EFO_0005772,neurodegenerative disease,crispr_screen:0.913307825365665; europepmc:0.057584556107100775,0.5569783259956989,PDGFRA
P16234,ENSG00000134853,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.8575295984211986,0.5213186527437723,PDGFRA
P16234,ENSG00000134853,EFO_1001901,neuroendocrine neoplasm,chembl:0.8491835357215963; europepmc:0.14714767682076457,0.5207176044167038,PDGFRA
P16591,ENSG00000151422,EFO_0005763,pulse pressure measurement,gwas_credible_sets:0.8360865680314734,0.5082827741757365,FER
P16591,ENSG00000151422,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.8360242731227835,0.5082449031822095,FER
P16591,ENSG00000151422,EFO_0004695,intraocular pressure measurement,gwas_credible_sets:0.8345499482512524,0.507348615687121,FER
P16591,ENSG00000151422,EFO_0004312,vital capacity,gwas_credible_sets:0.8165245265819748,0.4963904067144312,FER
P16591,ENSG00000151422,EFO_0001645,coronary artery disease,gwas_credible_sets:0.8005007375361566,0.4866490518590466,FER
P16591,ENSG00000151422,EFO_0007789,BMI-adjusted waist circumference,gwas_credible_sets:0.7859991640874193,0.4778330987457322,FER
P16591,ENSG00000151422,EFO_0004314,forced expiratory volume,gwas_credible_sets:0.7674012618748782,0.4665268612197592,FER
P16591,ENSG00000151422,HP_0000924,Abnormality of the skeletal system,gwas_credible_sets:0.7152186064555058,0.4348034178891677,FER
P16591,ENSG00000151422,EFO_1000438,Palmar Fibromatosis,gwas_credible_sets:0.6961030113601805,0.4231824589160458,FER
P16591,ENSG00000151422,OBA_1001086,QRS duration,gwas_credible_sets:0.6792966186529767,0.4129653351925813,FER
P17252,ENSG00000154229,EFO_0000538,hypertrophic cardiomyopathy,gwas_credible_sets:0.8499830774415381; impc:0.3537549311302023; europepmc:0.27767711518173865,0.5312351154332643,PRKCA
P17252,ENSG00000154229,EFO_0004682,QT interval,gwas_credible_sets:0.8719500322152475,0.5300852785620941,PRKCA
P17252,ENSG00000154229,EFO_0000222,acute myeloid leukemia,chembl:0.821713878702987; europepmc:0.4136990959724657,0.5121201947577331,PRKCA
P17252,ENSG00000154229,OBA_1001086,QRS duration,gwas_credible_sets:0.8388930837128882,0.5099889414924486,PRKCA
P17252,ENSG00000154229,EFO_0004327,electrocardiography,gwas_credible_sets:0.805831109267363,0.4898895489971653,PRKCA
P17252,ENSG00000154229,EFO_0004312,vital capacity,gwas_credible_sets:0.8024511322967963,0.4878347569015398,PRKCA
P17252,ENSG00000154229,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.7999020837484568,0.4862851117843971,PRKCA
P17252,ENSG00000154229,EFO_0003144,heart failure,gwas_credible_sets:0.76503127398301; europepmc:0.44466720018922035,0.4786024168744638,PRKCA
P17252,ENSG00000154229,EFO_0007359,mast-cell leukemia,chembl:0.7734230702947845; europepmc:0.04137306817079087,0.4714453021321726,PRKCA
P17252,ENSG00000154229,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.7736552391457963,0.4703288466103134,PRKCA
P17612,ENSG00000072062,MONDO_0030876,cardioacrofacial dysplasia 1,genomics_england:0.8274613634158176; eva:0.6825395144776288; uniprot_variants:0.607930797611621; uniprot_literature:0.607930797611621,0.6709366137297299,PRKACA
P17612,ENSG00000072062,MONDO_0014359,"pigmented nodular adrenocortical disease, primary, 4",eva_somatic:0.6839221473130737; uniprot_literature:0.607930797611621; uniprot_variants:0.607930797611621; eva:0.19453785523571876,0.5566283255834591,PRKACA
P17612,ENSG00000072062,EFO_1000256,Fibrolamellar Carcinoma,cancer_gene_census:0.607930797611621; europepmc:0.2658667845215245,0.3776612850033321,PRKACA
P17612,ENSG00000072062,EFO_1000208,Cortisol-Producing Adrenal Cortex Adenoma,cancer_gene_census:0.607930797611621,0.3695798546847018,PRKACA
P17612,ENSG00000072062,EFO_0000762,hepatocellular adenoma,cancer_gene_census:0.607930797611621,0.3695798546847018,PRKACA
P17612,ENSG00000072062,MONDO_0003193,bile duct adenocarcinoma,cancer_gene_census:0.607930797611621,0.3695798546847018,PRKACA
P17612,ENSG00000072062,Orphanet_289,Ellis Van Creveld syndrome,orphanet:0.607930797611621,0.3695798546847018,PRKACA
P17612,ENSG00000072062,EFO_1000292,Hepatoblastoma,cancer_gene_census:0.607930797611621,0.3695798546847018,PRKACA
P17612,ENSG00000072062,EFO_0000571,lung adenocarcinoma,cancer_gene_census:0.4559480982087158; slapenrich:0.8394540034063378; europepmc:0.081555605196259,0.3420779151694764,PRKACA
P17612,ENSG00000072062,MONDO_0800377,"ACTH-independent adrenal Cushing syndrome, somatic",eva_somatic:0.547137717850459,0.3326218692162316,PRKACA
P17948,ENSG00000102755,EFO_0000681,renal cell carcinoma,chembl:0.9854605614587418; europepmc:0.45350917069170577,0.6128769347355485,FLT1
P17948,ENSG00000102755,EFO_0000616,neoplasm,chembl:0.949658190409059; europepmc:0.972606835366794,0.6068903436131404,FLT1
P17948,ENSG00000102755,MONDO_0011719,gastrointestinal stromal tumor,chembl:0.9459092523012749; europepmc:0.33304041662090494,0.5851706425253888,FLT1
P17948,ENSG00000102755,EFO_0001645,coronary artery disease,gwas_credible_sets:0.9042266403801681; chembl:0.12158615952232422; europepmc:0.14502723425241526,0.5701454714909934,FLT1
P17948,ENSG00000102755,EFO_0004142,colorectal neoplasm,chembl:0.8878479352684523; europepmc:0.11455780402326987,0.5432322643042062,FLT1
P17948,ENSG00000102755,EFO_1001901,neuroendocrine neoplasm,chembl:0.8857330381738904; europepmc:0.08547726744991999,0.5410626055369422,FLT1
P17948,ENSG00000102755,MONDO_0002108,thyroid cancer,chembl:0.8801154838171606; europepmc:0.08193190050697792,0.5375397543485564,FLT1
P17948,ENSG00000102755,EFO_0002892,thyroid carcinoma,chembl:0.8822229556559816,0.5363305051032228,FLT1
P17948,ENSG00000102755,EFO_0000691,sarcoma,chembl:0.8771338568634989; europepmc:0.09616722053064695,0.5361598359692488,FLT1
P17948,ENSG00000102755,EFO_0010554,retinal vasculature measurement,gwas_credible_sets:0.824347354063974,0.501146144465141,FLT1
P19525,ENSG00000055332,MONDO_0030035,"leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome",genomics_england:0.8464592008411808; gene2phenotype:0.607930797611621; eva:0.5375425197171403; uniprot_literature:0.3039653988058105; uniprot_variants:0.3039653988058105,0.6622343986437076,EIF2AK2
P19525,ENSG00000055332,MONDO_0030513,dystonia 33,eva:0.7434541803983131; uniprot_literature:0.607930797611621; uniprot_variants:0.607930797611621,0.5854280848467162,EIF2AK2
P19525,ENSG00000055332,EFO_0005772,neurodegenerative disease,crispr_screen:0.865457038266544; europepmc:0.2592080210927768,0.5340170145224844,EIF2AK2
P19525,ENSG00000055332,EFO_0000764,HIV infection,reactome:0.8274613634158176; europepmc:0.12044600523233415; expression_atlas:0.032725975474112406,0.5071425024195141,EIF2AK2
P19525,ENSG00000055332,EFO_0000763,viral disease,reactome:0.607930797611621; europepmc:0.6384655764182136,0.3889869990406762,EIF2AK2
P19525,ENSG00000055332,EFO_0007328,influenza,reactome:0.607930797611621; europepmc:0.1057156865202146; expression_atlas:0.03865776639461865,0.3733154956939757,EIF2AK2
P19525,ENSG00000055332,MONDO_0007492,early-onset generalized limb-onset dystonia,orphanet:0.607930797611621,0.3695798546847018,EIF2AK2
P19525,ENSG00000055332,EFO_0004532,serum gamma-glutamyl transferase measurement,gwas_credible_sets:0.5396460235307053,0.3280674375129613,EIF2AK2
P19525,ENSG00000055332,EFO_0004736,aspartate aminotransferase measurement,gwas_credible_sets:0.5299137783600486,0.3221509059438121,EIF2AK2
P19525,ENSG00000055332,EFO_0004840,cortical thickness,gwas_credible_sets:0.5275775819191393,0.3207306601781127,EIF2AK2
P19784,ENSG00000070770,EFO_0005772,neurodegenerative disease,crispr_screen:0.6424023892558353,0.390536196887911,CSNK2A2
P19784,ENSG00000070770,EFO_0020092,neuroinflammatory disorder,crispr_screen:0.5315025940130238,0.3231167959109832,CSNK2A2
P19784,ENSG00000070770,MONDO_0005180,Parkinson disease,crispr_screen:0.5193274185795038; europepmc:0.0793687430215172,0.3181276669611471,CSNK2A2
P19784,ENSG00000070770,MONDO_0004975,Alzheimer disease,crispr_screen:0.5193274185795038; europepmc:0.03343619386863916,0.3167314763990049,CSNK2A2
P19784,ENSG00000070770,MONDO_0002561,lysosomal storage disease,crispr_screen:0.5193274185795038,0.315715131798622,CSNK2A2
P19784,ENSG00000070770,MONDO_0005301,multiple sclerosis,crispr_screen:0.5193274185795038,0.315715131798622,CSNK2A2
P19784,ENSG00000070770,EFO_0000304,breast adenocarcinoma,slapenrich:0.8996065770970164; europepmc:0.02279740491043579,0.2741422342031586,CSNK2A2
P19784,ENSG00000070770,MONDO_0007915,systemic lupus erythematosus,gwas_credible_sets:0.4227756056997834,0.2570183111838055,CSNK2A2
P19784,ENSG00000070770,EFO_0000181,head and neck squamous cell carcinoma,slapenrich:0.8274613634158176; europepmc:0.08979644489721651,0.2542491245455413,CSNK2A2
P19784,ENSG00000070770,MONDO_0011962,endometrial cancer,slapenrich:0.8274613634158176,0.2515196233270887,CSNK2A2
P20794,ENSG00000111837,MONDO_0019200,retinitis pigmentosa,eva:0.9178544885139979; uniprot_variants:0.9066612367713315; genomics_england:0.7599134970145264; orphanet:0.607930797611621; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.16660610548299049,0.7956808191470544,MAK
P20794,ENSG00000111837,HP_0000556,Retinal dystrophy,eva:0.8780383628724552,0.5337865622746536,MAK
P20794,ENSG00000111837,Orphanet_88628,Posterior column ataxia - retinitis pigmentosa,genomics_england:0.607930797611621; eva:0.31425039647994724,0.4173404782301573,MAK
P20794,ENSG00000111837,MONDO_0005301,multiple sclerosis,crispr_screen:0.5688988374835828,0.3458511240317185,MAK
P20794,ENSG00000111837,EFO_0005772,neurodegenerative disease,crispr_screen:0.5688988374835828,0.3458511240317185,MAK
P20794,ENSG00000111837,MONDO_0002561,lysosomal storage disease,crispr_screen:0.5688988374835828,0.3458511240317185,MAK
P20794,ENSG00000111837,MONDO_0004975,Alzheimer disease,crispr_screen:0.5688988374835828,0.3458511240317185,MAK
P20794,ENSG00000111837,MONDO_0005180,Parkinson disease,crispr_screen:0.5688988374835828,0.3458511240317185,MAK
P20794,ENSG00000111837,MONDO_0957048,isolated macular dystrophy,eva:0.5592963338026914,0.3400134663099256,MAK
P20794,ENSG00000111837,EFO_0009768,glutamine measurement,gwas_credible_sets:0.48499790687110944,0.2948451643641203,MAK
P21127,ENSG00000248333,MONDO_0004975,Alzheimer disease,crispr_screen:0.5162945151082745; europepmc:0.2188669080168038,0.3205241330703507,CDK11B
P21127,ENSG00000248333,EFO_0005772,neurodegenerative disease,crispr_screen:0.5162945151082745; europepmc:0.021277577916406734,0.3145181011179767,CDK11B
P21127,ENSG00000248333,MONDO_0005180,Parkinson disease,crispr_screen:0.5162945151082745,0.3138713363722785,CDK11B
P21127,ENSG00000248333,MONDO_0005301,multiple sclerosis,crispr_screen:0.5162945151082745,0.3138713363722785,CDK11B
P21127,ENSG00000248333,MONDO_0002561,lysosomal storage disease,crispr_screen:0.5162945151082745,0.3138713363722785,CDK11B
P21127,ENSG00000248333,EFO_0004340,body mass index,gwas_credible_sets:0.49624605067624483,0.3016832573992264,CDK11B
P21127,ENSG00000248333,EFO_0004458,C-reactive protein measurement,gwas_credible_sets:0.4910631656160841,0.2985324219506736,CDK11B
P21127,ENSG00000248333,EFO_0006335,systolic blood pressure,gwas_credible_sets:0.4735240729888331,0.2878698673804047,CDK11B
P21127,ENSG00000248333,EFO_0004533,alkaline phosphatase measurement,gwas_credible_sets:0.4247232319100621,0.2582023331392695,CDK11B
P21127,ENSG00000248333,OBA_1001085,waist circumference,gwas_credible_sets:0.42185195110669454,0.2564567931103114,CDK11B
P21709,ENSG00000146904,MONDO_0004975,Alzheimer disease,gwas_credible_sets:0.8547434898754341; crispr_screen:0.5531980003521402; europepmc:0.3650407253649043,0.6086329613807167,EPHA1
P21709,ENSG00000146904,EFO_0004532,serum gamma-glutamyl transferase measurement,gwas_credible_sets:0.9383922997391527,0.5704775792530266,EPHA1
P21709,ENSG00000146904,OBA_0003747,glomerular filtration rate,gwas_credible_sets:0.9361749983280356,0.5691296134376207,EPHA1
P21709,ENSG00000146904,EFO_0004838,calcium measurement,gwas_credible_sets:0.9346532000502232,0.5682044653967863,EPHA1
P21709,ENSG00000146904,EFO_0004696,sex hormone-binding globulin measurement,gwas_credible_sets:0.8891790522489154,0.5405593304532283,EPHA1
P21709,ENSG00000146904,OBA_2050096,serum creatinine amount,gwas_credible_sets:0.8719493548571018,0.5300848667752163,EPHA1
P21709,ENSG00000146904,EFO_0004735,serum alanine aminotransferase measurement,gwas_credible_sets:0.8269448470827191,0.5027252404678174,EPHA1
P21709,ENSG00000146904,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124,0.4824297224333841,EPHA1
P21709,ENSG00000146904,OBA_2050321,ephrin type-A receptor 1 amount,gwas_credible_sets:0.779249896519021,0.4737300111295816,EPHA1
P21709,ENSG00000146904,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291,0.4716044267918286,EPHA1
P21802,ENSG00000066468,MONDO_0007405,Crouzon syndrome,uniprot_variants:0.9842165564905453; genomics_england:0.9492866252137325; eva:0.9394423162861705; gene2phenotype:0.607930797611621; clingen:0.607930797611621; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.3252410896051332; impc:0.28147195929418056,0.8627989073573494,FGFR2
P21802,ENSG00000066468,MONDO_0007043,Pfeiffer syndrome,uniprot_variants:0.9717353218761373; genomics_england:0.9671529481664186; eva:0.9385223943150409; clingen:0.607930797611621; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621; impc:0.3596890111935558; europepmc:0.26299457698143447,0.8506737197984746,FGFR2
P21802,ENSG00000066468,MONDO_0007041,Apert syndrome,genomics_england:0.9565455635647377; eva:0.9244279996727408; uniprot_variants:0.8274613634158176; gene2phenotype:0.607930797611621; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; clingen:0.607930797611621; europepmc:0.891720059071989; impc:0.3409275913005971,0.8358001373276327,FGFR2
P21802,ENSG00000066468,MONDO_0007412,Beare-Stevenson cutis gyrata syndrome,genomics_england:0.9492866252137325; eva:0.9163499054593786; uniprot_variants:0.7599134970145264; gene2phenotype:0.7599134970145264; clingen:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.1631230272395353,0.8220279355949636,FGFR2
P21802,ENSG00000066468,MONDO_0007400,Jackson-Weiss syndrome,genomics_england:0.9360722249447112; eva:0.9004679117275604; uniprot_variants:0.8897742701710087; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; impc:0.327005976035291; europepmc:0.04206400640468386,0.8150644028490464,FGFR2
P21802,ENSG00000066468,MONDO_0020667,Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis,genomics_england:0.9360722249447112; eva:0.8992580704298919; uniprot_variants:0.8274613634158176; orphanet:0.607930797611621; uniprot_literature:0.607930797611621,0.7995139880699299,FGFR2
P21802,ENSG00000066468,MONDO_0013815,bent bone dysplasia syndrome 1,genomics_england:0.9128646122571643; eva:0.8970486610739735; uniprot_variants:0.7599134970145264; orphanet:0.607930797611621; uniprot_literature:0.607930797611621; impc:0.3194068410651457; europepmc:0.12450084995753993,0.7818945520643958,FGFR2
P21802,ENSG00000066468,MONDO_0004992,cancer,reactome:0.9770680154023508; gwas_credible_sets:0.88742550994121; chembl:0.5742816243706258; europepmc:0.8241594683996468,0.7739174599212151,FGFR2
P21802,ENSG00000066468,Orphanet_2363,Lacrimoauriculodentodigital syndrome,eva:0.8945229767346816; uniprot_variants:0.8274613634158176; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; orphanet:0.607930797611621,0.7485142417952632,FGFR2
P21802,ENSG00000066468,MONDO_0007042,Saethre-Chotzen syndrome,eva:0.895565198258372; genomics_england:0.8897742701710087; uniprot_literature:0.607930797611621; uniprot_variants:0.607930797611621; impc:0.3986941044728163; europepmc:0.11630792257934566,0.7461669749466274,FGFR2
P21860,ENSG00000065361,MONDO_8000011,"visceral neuropathy, familial, 1, autosomal recessive",uniprot_variants:0.865457038266544; eva:0.8411663882392586; uniprot_literature:0.607930797611621; genomics_england:0.607930797611621; gene2phenotype:0.607930797611621,0.7329270893070482,ERBB3
P21860,ENSG00000065361,MONDO_0004992,cancer,reactome:0.9549947196932794; cancer_biomarkers:0.8897742701710087; europepmc:0.9407889631695301; chembl:0.16789814847575238,0.6672749102746625,ERBB3
P21860,ENSG00000065361,MONDO_0011868,lethal congenital contracture syndrome 2,eva:0.7814893134948975; genomics_england:0.7599134970145264; uniprot_literature:0.607930797611621; europepmc:0.030396539880581056,0.6318805419743586,ERBB3
P21860,ENSG00000065361,MONDO_0004986,urinary bladder carcinoma,eva_somatic:0.7789113344398895; cancer_gene_census:0.607930797611621; cancer_biomarkers:0.7599134970145264; europepmc:0.7260144005275044,0.5971015015922648,ERBB3
P21860,ENSG00000065361,EFO_0000365,colorectal adenocarcinoma,intogen:0.6744530765238006; cancer_gene_census:0.607930797611621; cancer_biomarkers:0.607930797611621; chembl:0.14353921610274387; europepmc:0.13391392563269217,0.5290531271633888,ERBB3
P21860,ENSG00000065361,EFO_0000304,breast adenocarcinoma,intogen:0.7159631837070484; slapenrich:0.9745661391109449; europepmc:0.059610992099139504,0.5101199846820281,ERBB3
P21860,ENSG00000065361,MONDO_0001187,urinary bladder cancer,intogen:0.7824316419732316; chembl:0.15198269940290526; europepmc:0.012158615952232422,0.498927290812344,ERBB3
P21860,ENSG00000065361,EFO_0000616,neoplasm,chembl:0.6656184362852947; cancer_gene_census:0.4559480982087158; eva:0.24317231904464845; europepmc:0.9803900366295722,0.4978220571603546,ERBB3
P21860,ENSG00000065361,MONDO_0015277,medullary thyroid gland carcinoma,chembl:0.7935602610177124; europepmc:0.01823792392834863,0.4829840922154111,ERBB3
P21860,ENSG00000065361,MONDO_0002108,thyroid cancer,chembl:0.7757534716856291; europepmc:0.23997930460815536,0.4788989672948645,ERBB3
P22455,ENSG00000160867,MONDO_0004992,cancer,reactome:0.9631730517704179; chembl:0.48875246656653093; europepmc:0.600036216385979,0.6679307140454942,FGFR4
P22455,ENSG00000160867,EFO_0002918,rhabdomyosarcoma,reactome:0.8274613634158176; cancer_gene_census:0.4559480982087158; cancer_biomarkers:0.607930797611621; europepmc:0.27519393209095494,0.5949589193896332,FGFR4
P22455,ENSG00000160867,EFO_0000616,neoplasm,chembl:0.8734206944593745; eva:0.24317231904464845; europepmc:0.9447224269054016,0.5807001217574357,FGFR4
P22455,ENSG00000160867,EFO_0005541,bone development disease,reactome:0.9421515329208274,0.5727629328795701,FGFR4
P22455,ENSG00000160867,EFO_0007788,BMI-adjusted waist-hip ratio,gwas_credible_sets:0.9395076940863956,0.5711556618281973,FGFR4
P22455,ENSG00000160867,EFO_0004685,hip geometry,gwas_credible_sets:0.9263424762283676,0.5631521204350357,FGFR4
P22455,ENSG00000160867,EFO_0007789,BMI-adjusted waist circumference,gwas_credible_sets:0.9097910697686471,0.5530900107043836,FGFR4
P22455,ENSG00000160867,EFO_0008528,urothelial carcinoma,chembl:0.790515447123193; cancer_gene_census:0.4559480982087158,0.5498749090472915,FGFR4
P22455,ENSG00000160867,EFO_0005221,cholangiocarcinoma,chembl:0.8442253825603308; europepmc:0.6752628539904612,0.5337562644550738,FGFR4
P22455,ENSG00000160867,EFO_0000305,breast carcinoma,reactome:0.7599134970145264; cancer_gene_census:0.4559480982087158; europepmc:0.08597401055621176,0.5324325133050657,FGFR4
P22607,ENSG00000068078,MONDO_0008546,thanatophoric dysplasia type 1,eva:0.9314250162793457; genomics_england:0.9190679877429972; uniprot_variants:0.9066612367713315; uniprot_literature:0.607930797611621; gene2phenotype:0.607930797611621; orphanet:0.607930797611621; clingen:0.607930797611621; impc:0.4082753471476745; europepmc:0.16454717475929317,0.823880537718084,FGFR3
P22607,ENSG00000068078,MONDO_0007037,Achondroplasia,eva:0.9329880789980286; genomics_england:0.9190679877429972; uniprot_variants:0.865457038266544; orphanet:0.607930797611621; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621; clingen:0.607930797611621; chembl:0.15198269940290526; impc:0.49928636881225; europepmc:0.4194199798641472,0.8237279739261808,FGFR3
P22607,ENSG00000068078,MONDO_0011274,Muenke syndrome,genomics_england:0.932319565700195; eva:0.9161132020604104; uniprot_variants:0.607930797611621; clingen:0.607930797611621; gene2phenotype:0.607930797611621; uniprot_literature:0.607930797611621; orphanet:0.607930797611621; impc:0.3852676995030647; europepmc:0.13415954717807607,0.8037073584428743,FGFR3
P22607,ENSG00000068078,MONDO_0007793,hypochondroplasia,eva:0.9327071266751641; genomics_england:0.932319565700195; uniprot_literature:0.607930797611621; clingen:0.607930797611621; gene2phenotype:0.607930797611621; orphanet:0.607930797611621; impc:0.5524304718122017; europepmc:0.39830070081012175,0.8000577608916196,FGFR3
P22607,ENSG00000068078,Orphanet_85165,Severe achondroplasia - developmental delay - acanthosis nigricans,genomics_england:0.9285669064556789; uniprot_variants:0.9190679877429972; eva:0.8946700054303544; uniprot_literature:0.7599134970145264; impc:0.36357301351162996; europepmc:0.15787879152673828,0.7957947665692635,FGFR3
P22607,ENSG00000068078,MONDO_0008547,thanatophoric dysplasia type 2,genomics_england:0.9190679877429972; eva:0.9161384080688793; gene2phenotype:0.607930797611621; clingen:0.607930797611621; orphanet:0.607930797611621; uniprot_variants:0.607930797611621; uniprot_literature:0.607930797611621; impc:0.41970191309778293; europepmc:0.11912996794194991,0.7956980041663403,FGFR3
